"microorganism"	"antibiotic"
"Hathewaya"	"Nalidixic acid"
"Hathewaya"	"Polymyxin B"
"Hathewaya"	"Temocillin"
"Hathewaya histolytica"	"Aztreonam"
"Hathewaya histolytica"	"Colistin"
"Hathewaya histolytica"	"Nalidixic acid"
"Hathewaya histolytica"	"Polymyxin B"
"Hathewaya histolytica"	"Temocillin"
"Hathewaya limosa"	"Aztreonam"
"Hathewaya limosa"	"Colistin"
"Hathewaya limosa"	"Nalidixic acid"
"Hathewaya limosa"	"Polymyxin B"
"Hathewaya limosa"	"Temocillin"
"Hathewaya proteolytica"	"Aztreonam"
"Hathewaya proteolytica"	"Colistin"
"Hathewaya proteolytica"	"Nalidixic acid"
"Hathewaya proteolytica"	"Polymyxin B"
"Hathewaya proteolytica"	"Temocillin"
"Hazenella"	"Aztreonam"
"Hazenella"	"Colistin"
"Hazenella"	"Nalidixic acid"
"Hazenella"	"Polymyxin B"
"Hazenella"	"Temocillin"
"Hazenella coriacea"	"Aztreonam"
"Hazenella coriacea"	"Colistin"
"Hazenella coriacea"	"Nalidixic acid"
"Hazenella coriacea"	"Polymyxin B"
"Hazenella coriacea"	"Temocillin"
"Helcobacillus"	"Aztreonam"
"Helcobacillus"	"Colistin"
"Helcobacillus"	"Nalidixic acid"
"Helcobacillus"	"Polymyxin B"
"Helcobacillus"	"Temocillin"
"Helcobacillus massiliensis"	"Aztreonam"
"Helcobacillus massiliensis"	"Colistin"
"Helcobacillus massiliensis"	"Nalidixic acid"
"Helcobacillus massiliensis"	"Polymyxin B"
"Helcobacillus massiliensis"	"Temocillin"
"Helcococcus"	"Aztreonam"
"Helcococcus"	"Colistin"
"Helcococcus"	"Nalidixic acid"
"Helcococcus"	"Polymyxin B"
"Helcococcus"	"Temocillin"
"Helcococcus kunzii"	"Aztreonam"
"Helcococcus kunzii"	"Colistin"
"Helcococcus kunzii"	"Nalidixic acid"
"Helcococcus kunzii"	"Polymyxin B"
"Helcococcus kunzii"	"Temocillin"
"Helcococcus ovis"	"Aztreonam"
"Helcococcus ovis"	"Colistin"
"Helcococcus ovis"	"Nalidixic acid"
"Helcococcus ovis"	"Polymyxin B"
"Helcococcus ovis"	"Temocillin"
"Helcococcus sueciensis"	"Aztreonam"
"Helcococcus sueciensis"	"Colistin"
"Helcococcus sueciensis"	"Nalidixic acid"
"Helcococcus sueciensis"	"Polymyxin B"
"Helcococcus sueciensis"	"Temocillin"
"Heliobacillus"	"Aztreonam"
"Heliobacillus"	"Colistin"
"Heliobacillus"	"Nalidixic acid"
"Heliobacillus"	"Polymyxin B"
"Heliobacillus"	"Temocillin"
"Heliobacillus mobilis"	"Aztreonam"
"Heliobacillus mobilis"	"Colistin"
"Heliobacillus mobilis"	"Nalidixic acid"
"Heliobacillus mobilis"	"Polymyxin B"
"Heliobacillus mobilis"	"Temocillin"
"Heliobacteriaceae"	"Aztreonam"
"Heliobacteriaceae"	"Colistin"
"Heliobacteriaceae"	"Nalidixic acid"
"Heliobacteriaceae"	"Polymyxin B"
"Heliobacteriaceae"	"Temocillin"
"Heliobacterium"	"Aztreonam"
"Heliobacterium"	"Colistin"
"Heliobacterium"	"Nalidixic acid"
"Heliobacterium"	"Polymyxin B"
"Heliobacterium"	"Temocillin"
"Heliobacterium chlorum"	"Aztreonam"
"Heliobacterium chlorum"	"Colistin"
"Heliobacterium chlorum"	"Nalidixic acid"
"Heliobacterium chlorum"	"Polymyxin B"
"Heliobacterium chlorum"	"Temocillin"
"Heliobacterium gestii"	"Aztreonam"
"Heliobacterium gestii"	"Colistin"
"Heliobacterium gestii"	"Nalidixic acid"
"Heliobacterium gestii"	"Polymyxin B"
"Heliobacterium gestii"	"Temocillin"
"Heliobacterium modesticaldum"	"Aztreonam"
"Heliobacterium modesticaldum"	"Colistin"
"Heliobacterium modesticaldum"	"Nalidixic acid"
"Heliobacterium modesticaldum"	"Polymyxin B"
"Heliobacterium modesticaldum"	"Temocillin"
"Heliobacterium sulfidophilum"	"Aztreonam"
"Heliobacterium sulfidophilum"	"Colistin"
"Heliobacterium sulfidophilum"	"Nalidixic acid"
"Heliobacterium sulfidophilum"	"Polymyxin B"
"Heliobacterium sulfidophilum"	"Temocillin"
"Heliobacterium undosum"	"Aztreonam"
"Heliobacterium undosum"	"Colistin"
"Heliobacterium undosum"	"Nalidixic acid"
"Heliobacterium undosum"	"Polymyxin B"
"Heliobacterium undosum"	"Temocillin"
"Heliophilum"	"Aztreonam"
"Heliophilum"	"Colistin"
"Heliophilum"	"Nalidixic acid"
"Heliophilum"	"Polymyxin B"
"Heliophilum"	"Temocillin"
"Heliophilum fasciatum"	"Aztreonam"
"Heliophilum fasciatum"	"Colistin"
"Heliophilum fasciatum"	"Nalidixic acid"
"Heliophilum fasciatum"	"Polymyxin B"
"Heliophilum fasciatum"	"Temocillin"
"Heliorestis"	"Aztreonam"
"Heliorestis"	"Colistin"
"Heliorestis"	"Nalidixic acid"
"Heliorestis"	"Polymyxin B"
"Heliorestis"	"Temocillin"
"Heliorestis baculata"	"Aztreonam"
"Heliorestis baculata"	"Colistin"
"Heliorestis baculata"	"Nalidixic acid"
"Heliorestis baculata"	"Polymyxin B"
"Heliorestis baculata"	"Temocillin"
"Heliorestis daurensis"	"Aztreonam"
"Heliorestis daurensis"	"Colistin"
"Heliorestis daurensis"	"Nalidixic acid"
"Heliorestis daurensis"	"Polymyxin B"
"Heliorestis daurensis"	"Temocillin"
"Heliothrix"	"Aztreonam"
"Heliothrix"	"Colistin"
"Heliothrix"	"Nalidixic acid"
"Heliothrix"	"Polymyxin B"
"Heliothrix"	"Temocillin"
"Heliothrix oregonensis"	"Aztreonam"
"Heliothrix oregonensis"	"Colistin"
"Heliothrix oregonensis"	"Nalidixic acid"
"Heliothrix oregonensis"	"Polymyxin B"
"Heliothrix oregonensis"	"Temocillin"
"Herbiconiux"	"Aztreonam"
"Herbiconiux"	"Colistin"
"Herbiconiux"	"Nalidixic acid"
"Herbiconiux"	"Polymyxin B"
"Herbiconiux"	"Temocillin"
"Herbiconiux flava"	"Aztreonam"
"Herbiconiux flava"	"Colistin"
"Herbiconiux flava"	"Nalidixic acid"
"Herbiconiux flava"	"Polymyxin B"
"Herbiconiux flava"	"Temocillin"
"Herbiconiux ginsengi"	"Aztreonam"
"Herbiconiux ginsengi"	"Colistin"
"Herbiconiux ginsengi"	"Nalidixic acid"
"Herbiconiux ginsengi"	"Polymyxin B"
"Herbiconiux ginsengi"	"Temocillin"
"Herbiconiux moechotypicola"	"Aztreonam"
"Herbiconiux moechotypicola"	"Colistin"
"Herbiconiux moechotypicola"	"Nalidixic acid"
"Herbiconiux moechotypicola"	"Polymyxin B"
"Herbiconiux moechotypicola"	"Temocillin"
"Herbiconiux solani"	"Aztreonam"
"Herbiconiux solani"	"Colistin"
"Herbiconiux solani"	"Nalidixic acid"
"Herbiconiux solani"	"Polymyxin B"
"Herbiconiux solani"	"Temocillin"
"Herbidospora"	"Aztreonam"
"Herbidospora"	"Colistin"
"Herbidospora"	"Nalidixic acid"
"Herbidospora"	"Polymyxin B"
"Herbidospora"	"Temocillin"
"Herbidospora cretacea"	"Aztreonam"
"Herbidospora cretacea"	"Colistin"
"Herbidospora cretacea"	"Nalidixic acid"
"Herbidospora cretacea"	"Polymyxin B"
"Herbidospora cretacea"	"Temocillin"
"Herbidospora daliensis"	"Aztreonam"
"Herbidospora daliensis"	"Colistin"
"Herbidospora daliensis"	"Nalidixic acid"
"Herbidospora daliensis"	"Polymyxin B"
"Herbidospora daliensis"	"Temocillin"
"Herbidospora mongoliensis"	"Aztreonam"
"Herbidospora mongoliensis"	"Colistin"
"Herbidospora mongoliensis"	"Nalidixic acid"
"Herbidospora mongoliensis"	"Polymyxin B"
"Herbidospora mongoliensis"	"Temocillin"
"Herbidospora sakaeratensis"	"Aztreonam"
"Herbidospora sakaeratensis"	"Colistin"
"Herbidospora sakaeratensis"	"Nalidixic acid"
"Herbidospora sakaeratensis"	"Polymyxin B"
"Herbidospora sakaeratensis"	"Temocillin"
"Herbidospora soli"	"Aztreonam"
"Herbidospora soli"	"Colistin"
"Herbidospora soli"	"Nalidixic acid"
"Herbidospora soli"	"Polymyxin B"
"Herbidospora soli"	"Temocillin"
"Herbidospora yilanensis"	"Aztreonam"
"Herbidospora yilanensis"	"Colistin"
"Herbidospora yilanensis"	"Nalidixic acid"
"Herbidospora yilanensis"	"Polymyxin B"
"Herbidospora yilanensis"	"Temocillin"
"Herbihabitans"	"Aztreonam"
"Herbihabitans"	"Colistin"
"Herbihabitans"	"Nalidixic acid"
"Herbihabitans"	"Polymyxin B"
"Herbihabitans"	"Temocillin"
"Herbihabitans rhizosphaerae"	"Aztreonam"
"Herbihabitans rhizosphaerae"	"Colistin"
"Herbihabitans rhizosphaerae"	"Nalidixic acid"
"Herbihabitans rhizosphaerae"	"Polymyxin B"
"Herbihabitans rhizosphaerae"	"Temocillin"
"Herbinix"	"Aztreonam"
"Herbinix"	"Colistin"
"Herbinix"	"Nalidixic acid"
"Herbinix"	"Polymyxin B"
"Herbinix"	"Temocillin"
"Herbinix hemicellulosilytica"	"Aztreonam"
"Herbinix hemicellulosilytica"	"Colistin"
"Herbinix hemicellulosilytica"	"Nalidixic acid"
"Herbinix hemicellulosilytica"	"Polymyxin B"
"Herbinix hemicellulosilytica"	"Temocillin"
"Herbinix luporum"	"Aztreonam"
"Herbinix luporum"	"Colistin"
"Herbinix luporum"	"Nalidixic acid"
"Herbinix luporum"	"Polymyxin B"
"Herbinix luporum"	"Temocillin"
"Herpetosiphon"	"Aztreonam"
"Herpetosiphon"	"Colistin"
"Herpetosiphon"	"Nalidixic acid"
"Herpetosiphon"	"Polymyxin B"
"Herpetosiphon"	"Temocillin"
"Herpetosiphon aurantiacus"	"Aztreonam"
"Herpetosiphon aurantiacus"	"Colistin"
"Herpetosiphon aurantiacus"	"Nalidixic acid"
"Herpetosiphon aurantiacus"	"Polymyxin B"
"Herpetosiphon aurantiacus"	"Temocillin"
"Herpetosiphon geysericola"	"Aztreonam"
"Herpetosiphon geysericola"	"Colistin"
"Herpetosiphon geysericola"	"Nalidixic acid"
"Herpetosiphon geysericola"	"Polymyxin B"
"Herpetosiphon geysericola"	"Temocillin"
"Herpetosiphon giganteus"	"Aztreonam"
"Herpetosiphon giganteus"	"Colistin"
"Herpetosiphon giganteus"	"Nalidixic acid"
"Herpetosiphon giganteus"	"Polymyxin B"
"Herpetosiphon giganteus"	"Temocillin"
"Herpetosiphon gulosus"	"Aztreonam"
"Herpetosiphon gulosus"	"Colistin"
"Herpetosiphon gulosus"	"Nalidixic acid"
"Herpetosiphon gulosus"	"Polymyxin B"
"Herpetosiphon gulosus"	"Temocillin"
"Herpetosiphon llansteffanensis"	"Aztreonam"
"Herpetosiphon llansteffanensis"	"Colistin"
"Herpetosiphon llansteffanensis"	"Nalidixic acid"
"Herpetosiphon llansteffanensis"	"Polymyxin B"
"Herpetosiphon llansteffanensis"	"Temocillin"
"Herpetosiphonaceae"	"Aztreonam"
"Herpetosiphonaceae"	"Colistin"
"Herpetosiphonaceae"	"Nalidixic acid"
"Herpetosiphonaceae"	"Polymyxin B"
"Herpetosiphonaceae"	"Temocillin"
"Herpetosiphonales"	"Aztreonam"
"Herpetosiphonales"	"Colistin"
"Herpetosiphonales"	"Nalidixic acid"
"Herpetosiphonales"	"Polymyxin B"
"Herpetosiphonales"	"Temocillin"
"Hespellia"	"Aztreonam"
"Hespellia"	"Colistin"
"Hespellia"	"Nalidixic acid"
"Hespellia"	"Polymyxin B"
"Hespellia"	"Temocillin"
"Hespellia porcina"	"Aztreonam"
"Hespellia porcina"	"Colistin"
"Hespellia porcina"	"Nalidixic acid"
"Hespellia porcina"	"Polymyxin B"
"Hespellia porcina"	"Temocillin"
"Hespellia stercorisuis"	"Aztreonam"
"Hespellia stercorisuis"	"Colistin"
"Hespellia stercorisuis"	"Nalidixic acid"
"Hespellia stercorisuis"	"Polymyxin B"
"Hespellia stercorisuis"	"Temocillin"
"Holdemanella"	"Aztreonam"
"Holdemanella"	"Colistin"
"Holdemanella"	"Nalidixic acid"
"Holdemanella"	"Polymyxin B"
"Holdemanella"	"Temocillin"
"Holdemanella biformis"	"Aztreonam"
"Holdemanella biformis"	"Colistin"
"Holdemanella biformis"	"Nalidixic acid"
"Holdemanella biformis"	"Polymyxin B"
"Holdemanella biformis"	"Temocillin"
"Holdemania"	"Aztreonam"
"Holdemania"	"Colistin"
"Holdemania"	"Nalidixic acid"
"Holdemania"	"Polymyxin B"
"Holdemania"	"Temocillin"
"Holdemania filiformis"	"Aztreonam"
"Holdemania filiformis"	"Colistin"
"Holdemania filiformis"	"Nalidixic acid"
"Holdemania filiformis"	"Polymyxin B"
"Holdemania filiformis"	"Temocillin"
"Holdemania massiliensis"	"Aztreonam"
"Holdemania massiliensis"	"Colistin"
"Holdemania massiliensis"	"Nalidixic acid"
"Holdemania massiliensis"	"Polymyxin B"
"Holdemania massiliensis"	"Temocillin"
"Homoserinibacter"	"Aztreonam"
"Homoserinibacter"	"Colistin"
"Homoserinibacter"	"Nalidixic acid"
"Homoserinibacter"	"Polymyxin B"
"Homoserinibacter"	"Temocillin"
"Homoserinibacter gongjuensis"	"Aztreonam"
"Homoserinibacter gongjuensis"	"Colistin"
"Homoserinibacter gongjuensis"	"Nalidixic acid"
"Homoserinibacter gongjuensis"	"Polymyxin B"
"Homoserinibacter gongjuensis"	"Temocillin"
"Homoserinimonas"	"Aztreonam"
"Homoserinimonas"	"Colistin"
"Homoserinimonas"	"Nalidixic acid"
"Homoserinimonas"	"Polymyxin B"
"Homoserinimonas"	"Temocillin"
"Homoserinimonas aerilata"	"Aztreonam"
"Homoserinimonas aerilata"	"Colistin"
"Homoserinimonas aerilata"	"Nalidixic acid"
"Homoserinimonas aerilata"	"Polymyxin B"
"Homoserinimonas aerilata"	"Temocillin"
"Howardella"	"Aztreonam"
"Howardella"	"Colistin"
"Howardella"	"Nalidixic acid"
"Howardella"	"Polymyxin B"
"Howardella"	"Temocillin"
"Howardella ureilytica"	"Aztreonam"
"Howardella ureilytica"	"Colistin"
"Howardella ureilytica"	"Nalidixic acid"
"Howardella ureilytica"	"Polymyxin B"
"Howardella ureilytica"	"Temocillin"
"Hoyosella"	"Aztreonam"
"Hoyosella"	"Colistin"
"Hoyosella"	"Nalidixic acid"
"Hoyosella"	"Polymyxin B"
"Hoyosella"	"Temocillin"
"Hoyosella altamirensis"	"Aztreonam"
"Hoyosella altamirensis"	"Colistin"
"Hoyosella altamirensis"	"Nalidixic acid"
"Hoyosella altamirensis"	"Polymyxin B"
"Hoyosella altamirensis"	"Temocillin"
"Hoyosella rhizosphaerae"	"Aztreonam"
"Hoyosella rhizosphaerae"	"Colistin"
"Hoyosella rhizosphaerae"	"Nalidixic acid"
"Hoyosella rhizosphaerae"	"Polymyxin B"
"Hoyosella rhizosphaerae"	"Temocillin"
"Hoyosella subflava"	"Aztreonam"
"Hoyosella subflava"	"Colistin"
"Hoyosella subflava"	"Nalidixic acid"
"Hoyosella subflava"	"Polymyxin B"
"Hoyosella subflava"	"Temocillin"
"Huakuichenia"	"Aztreonam"
"Huakuichenia"	"Colistin"
"Huakuichenia"	"Nalidixic acid"
"Huakuichenia"	"Polymyxin B"
"Huakuichenia"	"Temocillin"
"Huakuichenia soli"	"Aztreonam"
"Huakuichenia soli"	"Colistin"
"Huakuichenia soli"	"Nalidixic acid"
"Huakuichenia soli"	"Polymyxin B"
"Huakuichenia soli"	"Temocillin"
"Humibacillus"	"Aztreonam"
"Humibacillus"	"Colistin"
"Humibacillus"	"Nalidixic acid"
"Humibacillus"	"Polymyxin B"
"Humibacillus"	"Temocillin"
"Humibacillus xanthopallidus"	"Aztreonam"
"Humibacillus xanthopallidus"	"Colistin"
"Humibacillus xanthopallidus"	"Nalidixic acid"
"Humibacillus xanthopallidus"	"Polymyxin B"
"Humibacillus xanthopallidus"	"Temocillin"
"Humibacter"	"Aztreonam"
"Humibacter"	"Colistin"
"Humibacter"	"Nalidixic acid"
"Humibacter"	"Polymyxin B"
"Humibacter"	"Temocillin"
"Humibacter albus"	"Aztreonam"
"Humibacter albus"	"Colistin"
"Humibacter albus"	"Nalidixic acid"
"Humibacter albus"	"Polymyxin B"
"Humibacter albus"	"Temocillin"
"Humibacter antri"	"Aztreonam"
"Humibacter antri"	"Colistin"
"Humibacter antri"	"Nalidixic acid"
"Humibacter antri"	"Polymyxin B"
"Humibacter antri"	"Temocillin"
"Humibacter ginsengisoli"	"Aztreonam"
"Humibacter ginsengisoli"	"Colistin"
"Humibacter ginsengisoli"	"Nalidixic acid"
"Humibacter ginsengisoli"	"Polymyxin B"
"Humibacter ginsengisoli"	"Temocillin"
"Humibacter ginsengiterrae"	"Aztreonam"
"Humibacter ginsengiterrae"	"Colistin"
"Humibacter ginsengiterrae"	"Nalidixic acid"
"Humibacter ginsengiterrae"	"Polymyxin B"
"Humibacter ginsengiterrae"	"Temocillin"
"Humicoccus"	"Aztreonam"
"Humicoccus"	"Colistin"
"Humicoccus"	"Nalidixic acid"
"Humicoccus"	"Polymyxin B"
"Humicoccus"	"Temocillin"
"Hungateiclostridium"	"Aztreonam"
"Hungateiclostridium"	"Colistin"
"Hungateiclostridium"	"Nalidixic acid"
"Hungateiclostridium"	"Polymyxin B"
"Hungateiclostridium"	"Temocillin"
"Hungateiclostridium aldrichii"	"Aztreonam"
"Hungateiclostridium aldrichii"	"Colistin"
"Hungateiclostridium aldrichii"	"Nalidixic acid"
"Hungateiclostridium aldrichii"	"Polymyxin B"
"Hungateiclostridium aldrichii"	"Temocillin"
"Hungateiclostridium alkalicellulosi"	"Aztreonam"
"Hungateiclostridium alkalicellulosi"	"Colistin"
"Hungateiclostridium alkalicellulosi"	"Nalidixic acid"
"Hungateiclostridium alkalicellulosi"	"Polymyxin B"
"Hungateiclostridium alkalicellulosi"	"Temocillin"
"Hungateiclostridium cellulolyticum"	"Aztreonam"
"Hungateiclostridium cellulolyticum"	"Colistin"
"Hungateiclostridium cellulolyticum"	"Nalidixic acid"
"Hungateiclostridium cellulolyticum"	"Polymyxin B"
"Hungateiclostridium cellulolyticum"	"Temocillin"
"Hungateiclostridium clariflavum"	"Aztreonam"
"Hungateiclostridium clariflavum"	"Colistin"
"Hungateiclostridium clariflavum"	"Nalidixic acid"
"Hungateiclostridium clariflavum"	"Polymyxin B"
"Hungateiclostridium clariflavum"	"Temocillin"
"Hungateiclostridium saccincola"	"Aztreonam"
"Hungateiclostridium saccincola"	"Colistin"
"Hungateiclostridium saccincola"	"Nalidixic acid"
"Hungateiclostridium saccincola"	"Polymyxin B"
"Hungateiclostridium saccincola"	"Temocillin"
"Hungateiclostridium straminisolvens"	"Aztreonam"
"Hungateiclostridium straminisolvens"	"Colistin"
"Hungateiclostridium straminisolvens"	"Nalidixic acid"
"Hungateiclostridium straminisolvens"	"Polymyxin B"
"Hungateiclostridium straminisolvens"	"Temocillin"
"Hungateiclostridium thermocellum"	"Aztreonam"
"Hungateiclostridium thermocellum"	"Colistin"
"Hungateiclostridium thermocellum"	"Nalidixic acid"
"Hungateiclostridium thermocellum"	"Polymyxin B"
"Hungateiclostridium thermocellum"	"Temocillin"
"Hungatella"	"Aztreonam"
"Hungatella"	"Colistin"
"Hungatella"	"Nalidixic acid"
"Hungatella"	"Polymyxin B"
"Hungatella"	"Temocillin"
"Hungatella effluvii"	"Aztreonam"
"Hungatella effluvii"	"Colistin"
"Hungatella effluvii"	"Nalidixic acid"
"Hungatella effluvii"	"Polymyxin B"
"Hungatella effluvii"	"Temocillin"
"Hungatella hathewayi"	"Aztreonam"
"Hungatella hathewayi"	"Colistin"
"Hungatella hathewayi"	"Nalidixic acid"
"Hungatella hathewayi"	"Polymyxin B"
"Hungatella hathewayi"	"Temocillin"
"Hydrogenibacillus"	"Aztreonam"
"Hydrogenibacillus"	"Colistin"
"Hydrogenibacillus"	"Nalidixic acid"
"Hydrogenibacillus"	"Polymyxin B"
"Hydrogenibacillus"	"Temocillin"
"Hydrogenibacillus schlegelii"	"Aztreonam"
"Hydrogenibacillus schlegelii"	"Colistin"
"Hydrogenibacillus schlegelii"	"Nalidixic acid"
"Hydrogenibacillus schlegelii"	"Polymyxin B"
"Hydrogenibacillus schlegelii"	"Temocillin"
"Hydrogenispora"	"Aztreonam"
"Hydrogenispora"	"Colistin"
"Hydrogenispora"	"Nalidixic acid"
"Hydrogenispora"	"Polymyxin B"
"Hydrogenispora"	"Temocillin"
"Hydrogenispora ethanolica"	"Aztreonam"
"Hydrogenispora ethanolica"	"Colistin"
"Hydrogenispora ethanolica"	"Nalidixic acid"
"Hydrogenispora ethanolica"	"Polymyxin B"
"Hydrogenispora ethanolica"	"Temocillin"
"Hydrogenoanaerobacterium"	"Aztreonam"
"Hydrogenoanaerobacterium"	"Colistin"
"Hydrogenoanaerobacterium"	"Nalidixic acid"
"Hydrogenoanaerobacterium"	"Polymyxin B"
"Hydrogenoanaerobacterium"	"Temocillin"
"Hydrogenoanaerobacterium saccharovorans"	"Aztreonam"
"Hydrogenoanaerobacterium saccharovorans"	"Colistin"
"Hydrogenoanaerobacterium saccharovorans"	"Nalidixic acid"
"Hydrogenoanaerobacterium saccharovorans"	"Polymyxin B"
"Hydrogenoanaerobacterium saccharovorans"	"Temocillin"
"Iamia"	"Aztreonam"
"Iamia"	"Colistin"
"Iamia"	"Nalidixic acid"
"Iamia"	"Polymyxin B"
"Iamia"	"Temocillin"
"Iamia majanohamensis"	"Aztreonam"
"Iamia majanohamensis"	"Colistin"
"Iamia majanohamensis"	"Nalidixic acid"
"Iamia majanohamensis"	"Polymyxin B"
"Iamia majanohamensis"	"Temocillin"
"Iamiaceae"	"Aztreonam"
"Iamiaceae"	"Colistin"
"Iamiaceae"	"Nalidixic acid"
"Iamiaceae"	"Polymyxin B"
"Iamiaceae"	"Temocillin"
"Ignavigranum"	"Aztreonam"
"Ignavigranum"	"Colistin"
"Ignavigranum"	"Nalidixic acid"
"Ignavigranum"	"Polymyxin B"
"Ignavigranum"	"Temocillin"
"Ignavigranum ruoffiae"	"Aztreonam"
"Ignavigranum ruoffiae"	"Colistin"
"Ignavigranum ruoffiae"	"Nalidixic acid"
"Ignavigranum ruoffiae"	"Polymyxin B"
"Ignavigranum ruoffiae"	"Temocillin"
"Ilumatobacter"	"Aztreonam"
"Ilumatobacter"	"Colistin"
"Ilumatobacter"	"Nalidixic acid"
"Ilumatobacter"	"Polymyxin B"
"Ilumatobacter"	"Temocillin"
"Ilumatobacter fluminis"	"Aztreonam"
"Ilumatobacter fluminis"	"Colistin"
"Ilumatobacter fluminis"	"Nalidixic acid"
"Ilumatobacter fluminis"	"Polymyxin B"
"Ilumatobacter fluminis"	"Temocillin"
"Intestinibacter"	"Aztreonam"
"Intestinibacter"	"Colistin"
"Intestinibacter"	"Nalidixic acid"
"Intestinibacter"	"Polymyxin B"
"Intestinibacter"	"Temocillin"
"Intestinibacter bartlettii"	"Aztreonam"
"Intestinibacter bartlettii"	"Colistin"
"Intestinibacter bartlettii"	"Nalidixic acid"
"Intestinibacter bartlettii"	"Polymyxin B"
"Intestinibacter bartlettii"	"Temocillin"
"Intrasporangiaceae"	"Aztreonam"
"Intrasporangiaceae"	"Colistin"
"Intrasporangiaceae"	"Nalidixic acid"
"Intrasporangiaceae"	"Polymyxin B"
"Intrasporangiaceae"	"Temocillin"
"Intrasporangium"	"Aztreonam"
"Intrasporangium"	"Colistin"
"Intrasporangium"	"Nalidixic acid"
"Intrasporangium"	"Polymyxin B"
"Intrasporangium"	"Temocillin"
"Intrasporangium calvum"	"Aztreonam"
"Intrasporangium calvum"	"Colistin"
"Intrasporangium calvum"	"Nalidixic acid"
"Intrasporangium calvum"	"Polymyxin B"
"Intrasporangium calvum"	"Temocillin"
"Intrasporangium chromatireducens"	"Aztreonam"
"Intrasporangium chromatireducens"	"Colistin"
"Intrasporangium chromatireducens"	"Nalidixic acid"
"Intrasporangium chromatireducens"	"Polymyxin B"
"Intrasporangium chromatireducens"	"Temocillin"
"Intrasporangium flavum"	"Aztreonam"
"Intrasporangium flavum"	"Colistin"
"Intrasporangium flavum"	"Nalidixic acid"
"Intrasporangium flavum"	"Polymyxin B"
"Intrasporangium flavum"	"Temocillin"
"Intrasporangium mesophilum"	"Aztreonam"
"Intrasporangium mesophilum"	"Colistin"
"Intrasporangium mesophilum"	"Nalidixic acid"
"Intrasporangium mesophilum"	"Polymyxin B"
"Intrasporangium mesophilum"	"Temocillin"
"Intrasporangium oryzae"	"Aztreonam"
"Intrasporangium oryzae"	"Colistin"
"Intrasporangium oryzae"	"Nalidixic acid"
"Intrasporangium oryzae"	"Polymyxin B"
"Intrasporangium oryzae"	"Temocillin"
"Irregularibacter"	"Aztreonam"
"Irregularibacter"	"Colistin"
"Irregularibacter"	"Nalidixic acid"
"Irregularibacter"	"Polymyxin B"
"Irregularibacter"	"Temocillin"
"Irregularibacter muris"	"Aztreonam"
"Irregularibacter muris"	"Colistin"
"Irregularibacter muris"	"Nalidixic acid"
"Irregularibacter muris"	"Polymyxin B"
"Irregularibacter muris"	"Temocillin"
"Isobaculum"	"Aztreonam"
"Isobaculum"	"Colistin"
"Isobaculum"	"Nalidixic acid"
"Isobaculum"	"Polymyxin B"
"Isobaculum"	"Temocillin"
"Isobaculum melis"	"Aztreonam"
"Isobaculum melis"	"Colistin"
"Isobaculum melis"	"Nalidixic acid"
"Isobaculum melis"	"Polymyxin B"
"Isobaculum melis"	"Temocillin"
"Isoptericola"	"Aztreonam"
"Isoptericola"	"Colistin"
"Isoptericola"	"Nalidixic acid"
"Isoptericola"	"Polymyxin B"
"Isoptericola"	"Temocillin"
"Isoptericola chiayiensis"	"Aztreonam"
"Isoptericola chiayiensis"	"Colistin"
"Isoptericola chiayiensis"	"Nalidixic acid"
"Isoptericola chiayiensis"	"Polymyxin B"
"Isoptericola chiayiensis"	"Temocillin"
"Isoptericola cucumis"	"Aztreonam"
"Isoptericola cucumis"	"Colistin"
"Isoptericola cucumis"	"Nalidixic acid"
"Isoptericola cucumis"	"Polymyxin B"
"Isoptericola cucumis"	"Temocillin"
"Isoptericola dokdonensis"	"Aztreonam"
"Isoptericola dokdonensis"	"Colistin"
"Isoptericola dokdonensis"	"Nalidixic acid"
"Isoptericola dokdonensis"	"Polymyxin B"
"Isoptericola dokdonensis"	"Temocillin"
"Isoptericola halotolerans"	"Aztreonam"
"Isoptericola halotolerans"	"Colistin"
"Isoptericola halotolerans"	"Nalidixic acid"
"Isoptericola halotolerans"	"Polymyxin B"
"Isoptericola halotolerans"	"Temocillin"
"Isoptericola hypogeus"	"Aztreonam"
"Isoptericola hypogeus"	"Colistin"
"Isoptericola hypogeus"	"Nalidixic acid"
"Isoptericola hypogeus"	"Polymyxin B"
"Isoptericola hypogeus"	"Temocillin"
"Isoptericola jiangsuensis"	"Aztreonam"
