"guideline"	"type"	"host"	"method"	"site"	"mo"	"rank_index"	"ab"	"ref_tbl"	"disk_dose"	"breakpoint_S"	"breakpoint_R"	"uti"	"is_SDD"
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPG"	2.5	"RXT"	"Unknown"		0.5	1	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_GRPG"	2.5	"SXT"	"Unknown"	"1.25 mcg/23.75 mcg"	18	15	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPG"	2.5	"SXT"	"Unknown"		1	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_GRPG"	2.5	"TCY"	"Unknown"	"30 mcg"	23	20	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPG"	2.5	"TCY"	"Unknown"		1	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPG"	2.5	"TEC"	"Unknown"		2	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_GRPG"	2.5	"TGC"	"Unknown"	"15 mcg"	19	16	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPG"	2.5	"TGC"	"Unknown"		0.25	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPG"	2.5	"TLT"	"Unknown"		0.25	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPG"	2.5	"VAN"	"Unknown"		2	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_HAEM"	2.5	"AZM"	"Unknown"		0.25	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_HAEM"	2.5	"CHL"	"Unknown"		8	8	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_HAEM"	2.5	"CLI"	"Unknown"	"2 mcg"	17	17	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_HAEM"	2.5	"CLI"	"Unknown"		0.5	1	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_HAEM"	2.5	"CLR"	"Unknown"		0.25	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_HAEM"	2.5	"DAP"	"Unknown"		1	1	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_HAEM"	2.5	"DOR"	"Unknown"		1	1	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_HAEM"	2.5	"DOX"	"Unknown"		1	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_HAEM"	2.5	"ERY"	"Unknown"	"15 mcg"	21	18	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_HAEM"	2.5	"ERY"	"Unknown"		0.25	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_HAEM"	2.5	"ETP"	"Unknown"		0.5	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_HAEM"	2.5	"IPM"	"Unknown"		2	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_HAEM"	2.5	"LNZ"	"Unknown"	"10 mcg"	19	16	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_HAEM"	2.5	"LNZ"	"Unknown"		2	4	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_HAEM"	2.5	"LVX"	"Unknown"	"5 mcg"	18	15	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_HAEM"	2.5	"LVX"	"Unknown"		1	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_HAEM"	2.5	"MEM"	"Unknown"		2	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_HAEM"	2.5	"MFX"	"Unknown"	"5 mcg"	18	15	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_HAEM"	2.5	"MFX"	"Unknown"		0.5	1	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_HAEM"	2.5	"MNO"	"Unknown"		0.5	1	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_HAEM"	2.5	"NIT"	"Unknown"	"100 mcg"	15	15	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_HAEM"	2.5	"NIT"	"Unknown"		64	64	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_HAEM"	2.5	"PEN"	"Unknown"	"1 unit"	18	18	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_HAEM"	2.5	"PEN"	"Unknown"		0.25	0.25	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_HAEM"	2.5	"RIF"	"Unknown"	"5 mcg"	21	15	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_HAEM"	2.5	"RIF"	"Unknown"		0.064	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_HAEM"	2.5	"RXT"	"Unknown"		0.5	1	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_HAEM"	2.5	"SXT"	"Unknown"	"1.25 mcg/23.75 mcg"	18	15	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_HAEM"	2.5	"SXT"	"Unknown"		1	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_HAEM"	2.5	"TCY"	"Unknown"	"30 mcg"	23	20	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_HAEM"	2.5	"TCY"	"Unknown"		1	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_HAEM"	2.5	"TEC"	"Unknown"		2	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_HAEM"	2.5	"TGC"	"Unknown"	"15 mcg"	19	16	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_HAEM"	2.5	"TGC"	"Unknown"		0.25	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_HAEM"	2.5	"TLT"	"Unknown"		0.25	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_HAEM"	2.5	"VAN"	"Unknown"		2	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_PNMN"	2	"AMP"	"Unknown"	"2 mcg"	28	22	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PNMN"	2	"AMP"	"Unknown"		0.5	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PNMN"	2	"AZM"	"Unknown"		0.25	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_PNMN"	2	"CEC"	"Unknown"	"30 mcg"	50	28	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PNMN"	2	"CEC"	"Unknown"		0.032	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_PNMN"	2	"CHL"	"Unknown"	"30 mcg"	20	20	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PNMN"	2	"CHL"	"Unknown"		8	8	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PNMN"	2	"CIP"	"Unknown"		0.125	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_PNMN"	2	"CLI"	"Unknown"	"2 mcg"	19	19	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PNMN"	2	"CLI"	"Unknown"		0.5	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PNMN"	2	"CLR"	"Unknown"		0.25	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_PNMN"	2	"CPD"	"Unknown"	"10 mcg"	28	25	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PNMN"	2	"CPD"	"Unknown"		0.25	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PNMN"	2	"CRO"	"Unknown"		0.5	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PNMN"	2	"CTX"	"Unknown"		0.5	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PNMN"	2	"CXA"	"Unknown"		0.25	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PNMN"	2	"CXM"	"Unknown"		0.5	1	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PNMN"	2	"DOR"	"Unknown"		1	1	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PNMN"	2	"DOX"	"Unknown"		1	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_PNMN"	2	"ERY"	"Unknown"	"15 mcg"	22	19	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PNMN"	2	"ERY"	"Unknown"		0.25	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PNMN"	2	"ETP"	"Unknown"		0.5	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_PNMN"	2	"FEP"	"Unknown"	"30 mcg"	32	29	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PNMN"	2	"FEP"	"Unknown"		1	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PNMN"	2	"IPM"	"Unknown"		2	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_PNMN"	2	"LNZ"	"Unknown"	"10 mcg"	20	20	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PNMN"	2	"LNZ"	"Unknown"		4	4	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_PNMN"	2	"LVX"	"Unknown"	"5 mcg"	19	19	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PNMN"	2	"LVX"	"Unknown"		2	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PNMN"	2	"MEM"	"Unknown"		2	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_PNMN"	2	"MFX"	"Unknown"	"5 mcg"	22	22	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PNMN"	2	"MFX"	"Unknown"		0.5	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PNMN"	2	"MNO"	"Unknown"		0.5	1	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_PNMN"	2	"NOR"	"Unknown"	"10 mcg"	12	12	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_PNMN"	2	"OFX"	"Unknown"	"5 mcg"	50	15	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PNMN"	2	"OFX"	"Unknown"		0.125	4	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_PNMN"	2	"OXA"	"Unknown"	"1 mcg"	18	18	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PNMN"	2	"PEN"	"Unknown"		0.064	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_PNMN"	2	"RIF"	"Unknown"	"5 mcg"	22	17	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PNMN"	2	"RIF"	"Unknown"		0.064	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PNMN"	2	"RXT"	"Unknown"		0.5	1	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_PNMN"	2	"SXT"	"Unknown"	"1.25 mcg/23.75 mcg"	18	15	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PNMN"	2	"SXT"	"Unknown"		1	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_PNMN"	2	"TCY"	"Unknown"	"30 mcg"	23	20	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PNMN"	2	"TCY"	"Unknown"		1	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PNMN"	2	"TEC"	"Unknown"		2	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PNMN"	2	"TLT"	"Unknown"		0.25	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_PNMN"	2	"VAN"	"Unknown"	"5 mcg"	15	15	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PNMN"	2	"VAN"	"Unknown"		2	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PYGN"	2	"AZM"	"Unknown"		0.25	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PYGN"	2	"CHL"	"Unknown"		8	8	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_PYGN"	2	"CLI"	"Unknown"	"2 mcg"	17	17	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PYGN"	2	"CLI"	"Unknown"		0.5	1	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PYGN"	2	"CLR"	"Unknown"		0.25	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PYGN"	2	"DAP"	"Unknown"		1	1	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PYGN"	2	"DOR"	"Unknown"		1	1	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PYGN"	2	"DOX"	"Unknown"		1	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_PYGN"	2	"ERY"	"Unknown"	"15 mcg"	21	18	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PYGN"	2	"ERY"	"Unknown"		0.25	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PYGN"	2	"ETP"	"Unknown"		0.5	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PYGN"	2	"IPM"	"Unknown"		2	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_PYGN"	2	"LNZ"	"Unknown"	"10 mcg"	19	16	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PYGN"	2	"LNZ"	"Unknown"		2	4	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_PYGN"	2	"LVX"	"Unknown"	"5 mcg"	18	15	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PYGN"	2	"LVX"	"Unknown"		1	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PYGN"	2	"MEM"	"Unknown"		2	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_PYGN"	2	"MFX"	"Unknown"	"5 mcg"	18	15	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PYGN"	2	"MFX"	"Unknown"		0.5	1	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PYGN"	2	"MNO"	"Unknown"		0.5	1	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_PYGN"	2	"NIT"	"Unknown"	"100 mcg"	15	15	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PYGN"	2	"NIT"	"Unknown"		64	64	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_PYGN"	2	"PEN"	"Unknown"	"1 unit"	18	18	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PYGN"	2	"PEN"	"Unknown"		0.25	0.25	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_PYGN"	2	"RIF"	"Unknown"	"5 mcg"	21	15	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PYGN"	2	"RIF"	"Unknown"		0.064	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PYGN"	2	"RXT"	"Unknown"		0.5	1	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_PYGN"	2	"SXT"	"Unknown"	"1.25 mcg/23.75 mcg"	18	15	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PYGN"	2	"SXT"	"Unknown"		1	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_PYGN"	2	"TCY"	"Unknown"	"30 mcg"	23	20	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PYGN"	2	"TCY"	"Unknown"		1	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PYGN"	2	"TEC"	"Unknown"		2	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_PYGN"	2	"TGC"	"Unknown"	"15 mcg"	19	16	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PYGN"	2	"TGC"	"Unknown"		0.25	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PYGN"	2	"TLT"	"Unknown"		0.25	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_PYGN"	2	"VAN"	"Unknown"		2	2	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"MIC"		"B_ABTRP"	3	"AMP"	"M45 Table 1"		0.25	8	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"MIC"		"B_ABTRP"	3	"CHL"	"M45 Table 1"		4	8	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"MIC"		"B_ABTRP"	3	"CIP"	"M45 Table 1"		1	4	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"MIC"		"B_ABTRP"	3	"CLI"	"M45 Table 1"		0.25	1	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"MIC"		"B_ABTRP"	3	"CRO"	"M45 Table 1"		1	4	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"MIC"		"B_ABTRP"	3	"CTX"	"M45 Table 1"		1	4	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"MIC"		"B_ABTRP"	3	"ERY"	"M45 Table 1"		0.25	1	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"MIC"		"B_ABTRP"	3	"FEP"	"M45 Table 1"		1	4	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"MIC"		"B_ABTRP"	3	"IPM"	"M45 Table 1"		0.5	2	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"MIC"		"B_ABTRP"	3	"LVX"	"M45 Table 1"		2	8	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"MIC"		"B_ABTRP"	3	"MEM"	"M45 Table 1"		0.5	2	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"MIC"		"B_ABTRP"	3	"PEN"	"M45 Table 1"		0.125	4	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"MIC"		"B_ABTRP"	3	"VAN"	"M45 Table 1"		1		FALSE	FALSE
"CLSI 2024"	"human"	"human"	"DISK"		"B_ACNTB"	3	"AMK"	"Table 2B-2"	"30 mcg"	17	14	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"MIC"		"B_ACNTB"	3	"AMK"	"Table 2B-2"		16	64	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"DISK"	"Parenteral"	"B_ACNTB"	3	"CAZ"	"Table 2B-2"	"30 mcg"	18	14	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"MIC"	"Parenteral"	"B_ACNTB"	3	"CAZ"	"Table 2B-2"		8	32	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"DISK"		"B_ACNTB"	3	"CIP"	"Table 2B-2"	"5 mcg"	21	15	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"MIC"		"B_ACNTB"	3	"CIP"	"Table 2B-2"		1	4	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"DISK"	"Parenteral"	"B_ACNTB"	3	"CRO"	"Table 2B-2"	"30 mcg"	21	13	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"MIC"	"Parenteral"	"B_ACNTB"	3	"CRO"	"Table 2B-2"		8	64	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"DISK"	"Parenteral"	"B_ACNTB"	3	"CTX"	"Table 2B-2"	"30 mcg"	23	14	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"MIC"	"Parenteral"	"B_ACNTB"	3	"CTX"	"Table 2B-2"		8	64	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"DISK"		"B_ACNTB"	3	"DOR"	"Table 2B-2"	"10 mcg"	18	14	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"MIC"		"B_ACNTB"	3	"DOR"	"Table 2B-2"		2	8	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"DISK"		"B_ACNTB"	3	"DOX"	"Table 2B-2"	"30 mcg"	13	9	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"MIC"		"B_ACNTB"	3	"DOX"	"Table 2B-2"		4	16	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"DISK"	"Parenteral"	"B_ACNTB"	3	"FEP"	"Table 2B-2"	"30 mcg"	18	14	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"MIC"	"Parenteral"	"B_ACNTB"	3	"FEP"	"Table 2B-2"		8	32	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"DISK"		"B_ACNTB"	3	"GAT"	"Table 2B-2"	"5 mcg"	18	14	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"MIC"		"B_ACNTB"	3	"GAT"	"Table 2B-2"		2	8	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"DISK"		"B_ACNTB"	3	"GEN"	"Table 2B-2"	"10 mcg"	15	12	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"MIC"		"B_ACNTB"	3	"GEN"	"Table 2B-2"		4	16	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"DISK"		"B_ACNTB"	3	"IPM"	"Table 2B-2"	"10 mcg"	22	18	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"MIC"		"B_ACNTB"	3	"IPM"	"Table 2B-2"		2	8	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"DISK"		"B_ACNTB"	3	"LVX"	"Table 2B-2"	"5 mcg"	17	13	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"MIC"		"B_ACNTB"	3	"LVX"	"Table 2B-2"		2	8	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"DISK"		"B_ACNTB"	3	"MEM"	"Table 2B-2"	"10 mcg"	18	14	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"MIC"		"B_ACNTB"	3	"MEM"	"Table 2B-2"		2	8	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"DISK"		"B_ACNTB"	3	"MNO"	"Table 2B-2"	"30 mcg"	16	12	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"MIC"		"B_ACNTB"	3	"MNO"	"Table 2B-2"		4	16	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"MIC"		"B_ACNTB"	3	"NET"	"Table 2B-2"		8	32	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"DISK"		"B_ACNTB"	3	"PIP"	"Table 2B-2"	"100 mcg"	21	17	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"MIC"		"B_ACNTB"	3	"PIP"	"Table 2B-2"		16	128	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"DISK"		"B_ACNTB"	3	"SAM"	"Table 2B-2"	"10 mcg"	15	11	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"MIC"		"B_ACNTB"	3	"SAM"	"Table 2B-2"		8	32	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"DISK"		"B_ACNTB"	3	"SUD"	"Table 2B-2"	"10/10 mcg"	17	13	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"MIC"		"B_ACNTB"	3	"SUD"	"Table 2B-2"		4	16	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"DISK"		"B_ACNTB"	3	"SXT"	"Table 2B-2"	"1.25 mcg/23.75 mcg"	16	10	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"MIC"		"B_ACNTB"	3	"SXT"	"Table 2B-2"		2	4	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"DISK"		"B_ACNTB"	3	"TCC"	"Table 2B-2"	"75/10-15 mcg"	20	14	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"MIC"		"B_ACNTB"	3	"TCC"	"Table 2B-2"		16	128	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"DISK"	"Uncomplicated urinary tract infection"	"B_ACNTB"	3	"TCY"	"Table 2B-2"	"30 mcg"	15	11	TRUE	FALSE
"CLSI 2024"	"human"	"human"	"MIC"	"Uncomplicated urinary tract infection"	"B_ACNTB"	3	"TCY"	"Table 2B-2"		4	16	TRUE	FALSE
"CLSI 2024"	"human"	"human"	"DISK"		"B_ACNTB"	3	"TOB"	"Table 2B-2"	"10 mcg"	15	12	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"MIC"		"B_ACNTB"	3	"TOB"	"Table 2B-2"		4	16	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"DISK"		"B_ACNTB"	3	"TZP"	"Table 2B-2"	"100 mcg/10 mcg"	21	17	FALSE	FALSE
"CLSI 2024"	"human"	"human"	"MIC"		"B_ACNTB"	3	"TZP"	"Table 2B-2"		16	128	FALSE	FALSE
"CLSI 2024"	"ECOFF"	"ECOFF"	"MIC"		"B_ACNTB_BMNN"	2	"AMK"	"Copied from EUCAST 2024"		8	8	FALSE	FALSE
"CLSI 2024"	"ECOFF"	"ECOFF"	"MIC"		"B_ACNTB_BMNN"	2	"CIP"	"Copied from EUCAST 2024"		1	1	FALSE	FALSE
