"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,"Oxygen tolerance"
156598,,"CCUG 63262",0,"Laceyella sp.",microaerophile
6378,N1,"DSM 24553, CCUG 60305",1,"Lachnoanaerobaculum orale",anaerobe
143395,,"CCUG 18889",0,"Lachnoanaerobaculum orale",anaerobe
6376,T2,"DSM 3986, ATCC 33271, CCUG 28089, CIP 105341, JCM 11021, VPI 11763",1,"Lachnoanaerobaculum saburreum",anaerobe
145254,,"CCUG 27987",0,"Lachnoanaerobaculum saburreum",anaerobe
6377,"CD3:22, CD3 : 22","DSM 23576, CCUG 58757",1,"Lachnoanaerobaculum umeaense",anaerobe
6358,"YZ 87","DSM 14045, ATCC BAA 151, LRC 5382",1,"Lachnobacterium bovis",anaerobe
5425,C15-B4,"DSM 3376, ATCC 27750",1,"Lachnospira eligens",anaerobe
6359,D32,"DSM 3073, ATCC 19207",1,"Lachnospira multipara",anaerobe
157013,,"CCUG 68639",0,"Lachnospira pectinoschiza",anaerobe
132396,DLD10,"DSM 28816, JCM 30818",1,"Lachnotalea glycerini",anaerobe
,,,,,"obligate anaerobe"
133442,NJ-8,"CGMCC 1.7271, NBRC 104930",1,"Lacibacter cauensis",aerobe
134057,H32-4,"KCTC 32395, JCM 19172",1,"Lacibacter daechungensis",aerobe
133331,SS2-56,"KCTC 52160, JCM 31372, BCRC 81229",1,"Lacibacter nakdongensis",aerobe
134071,LTC-2,"BCRC 80445, LMG 26999, KCTC 32017",1,"Lacibacterium aquatile","facultative aerobe"
,,,,,"facultative anaerobe"
140675,,"KCTC 23619, CECT 7956, HME 7103",1,"Lacihabitans lacunae",aerobe
141137,X13M-12,"CGMCC 1.12923, KCTC 42674",1,"Lacimicrobium alkaliphilum","facultative aerobe"
133188,"7Alg 4","KCTC 23036, KMM 6381",1,"Lacinutrix cladophorae",aerobe
,,,,,"obligate aerobe"
134121,DJ3,"ACAM 1055, CIP 108538",1,"Lacinutrix copepodicola",aerobe
140924,"Lxc1, Lxc1T","MCCC 1A01567, KCTC 42808",1,"Lacinutrix gracilariae",aerobe
133839,E4-9a,"CIP 110310, KCTC 23612",1,"Lacinutrix himadriensis",aerobe
133006,Th68,"DSM 26284, JCM 18637, KCTC 32141",1,"Lacinutrix iliipiscaria",aerobe
134366,,"KCCM 42306, JCM 13824, AKS 432",1,"Lacinutrix mariniflava",aerobe
131558,,"DSM 28755, CECT 8573, KCTC 52192, Cmf 20.8",1,"Lacinutrix venerupis",aerobe
2742,X8A62,"DSM 5434, ATCC 43524, CCUG 55584, JCM 15733",1,"Lacrimispora aerotolerans",anaerobe
2794,,"DSM 12273, SPL 73",1,"Lacrimispora algidixylanolytica",anaerobe
2826,BR-10,"DSM 12857, ATCC BAA 501",1,"Lacrimispora amygdalina",anaerobe
2759,18A,"DSM 5628, CECT 954, JCM 15734, ATCC 49205",1,"Lacrimispora celerecrescens",anaerobe
2602,7,"CCUG 55582, JCM 1380, NCTC 11811, KCTC 5151, BCRC 11667, DSM 755, ATCC 25771, NCIB 9731, NCIMB 9731, VPI 4520, VTT E-042445",1,"Lacrimispora indolis",anaerobe
2657,WM1,"DSM 2544, ATCC 35040, NRC 2533",1,"Lacrimispora saccharolytica",anaerobe
2704,Thorlby,"DSM 632, ATCC 19403, NCIB 10627, NCTC 507, JCM 1415, BCRC 14515, CECT 796, CIP 104283, LMG 10390, NCIMB 10627",1,"Lacrimispora sphenoides",anaerobe
2703,C2,"DSM 614",0,"Lacrimispora sphenoides",anaerobe
2705,,"DSM 1225, UQM 780",0,"Lacrimispora sphenoides",anaerobe
11791,50,"DSM 4024, VKM B-1591",0,"Lacrimispora sphenoides",anaerobe
2758,,"DSM 6555, ATCC 49623, JCM 15735",1,"Lacrimispora xylanolytica",anaerobe
6704,SL1108,"DSM 23927, ATCC BAA 2142, LMG 26001, JCM 30914, KCTC 21030",1,"Lacticaseibacillus brantae","facultative anaerobe"
,,,,,microaerophile
6670,MCH3-1,"DSM 22697, BCC 21233, CIP 109883, JCM 13995, NRIC 0672, PCU 273",1,"Lacticaseibacillus camelliae",microaerophile
6703,"SU 18","DSM 26653, CGMCC 1.10801, JCM 17158, KCTC 15317, LMG 29535",1,"Lacticaseibacillus nasuensis","facultative anaerobe"
,,,,,microaerophile
6607,A24-2-1,"DSM 15945, AS 1.2826, LMG 21017, JCM 12539, CGMCC 1.2826, CIP 107744, NBRC 106106",1,"Lacticaseibacillus pantheris",anaerobe
,,,,,microaerophile
6548,RO94,"DSM 5622, ATCC 25302, NCDO 151, CCUG 32212, LMG 13087, JCM 8130, CIP 103918, NBRC 15889, AS 1.2826, BCRC 12248, CECT 4022, IFO 15889, KCTC 3510, NCFB 151, NRIC 0950",1,"Lacticaseibacillus paracasei subsp. paracasei",anaerobe
,,,,,microaerophile
6659,B41,"DSM 23505",0,"Lacticaseibacillus paracasei subsp. paracasei",microaerophile
24130,R-42633,"DSM 28071, CCUG 62266, LMG 26767, KCTC 21027, JCM 19617",1,"Lacticaseibacillus porcinae","facultative anaerobe"
,,,,,microaerophile
6427,,"DSM 20021, ATCC 7469, CCM 1825, NCDO 243, NCIB 6375, WDCM 00101, CCUG 21452, NCTC 6375, JCM 1136, BCC 49729, BCRC 10940, CECT 278, CIP A157, IAM 1118, IFO 3425, KCTC 1046, LMG 6400, NBRC 3425, NCAIM B.01147, NCCB 46033, NCFB 243, NCIMB 6375, NCTC 12953, NRIC 1043, NRRL B-176, NRRL B-442, VKM B-574",1,"Lacticaseibacillus rhamnosus",anaerobe
,,,,,microaerophile
6430,4R2127,"DSM 20245, ATCC 11979, ATCC 9595, CCM 1828, NCDO 207, NCIB 7473, NCIB 8019, CCUG 34425, NCTC 7473, JCM 1561, BCRC 11673, BUCSAV 226, CECT 288, CIP 57.6, NCFB 207, NCIMB 7473, NCIMB 8019, VKM B-575",0,"Lacticaseibacillus rhamnosus",anaerobe
,,,,,microaerophile
6701,,"DSM 24301, JCM 17471, YIT 12363",1,"Lacticaseibacillus saniviri","facultative anaerobe"
,,,,,microaerophile
6522,71,"DSM 20505, ATCC 49974, JCM 1186, NCDO 2590, NCIB 11720, CCUG 39466, NCIMB 11720, KCTC 3803, BCRC 11662, CIP 101266, KCTC 5051, LMG 9214, NCFB 2590, NRIC 1641, NRRL B-14855",1,"Lacticaseibacillus sharpeae",anaerobe
,,,,,microaerophile
6521,36,"DSM 20504",0,"Lacticaseibacillus sharpeae",anaerobe
,,,,,microaerophile
6523,104,"DSM 20506",0,"Lacticaseibacillus sharpeae",anaerobe
,,,,,microaerophile
6524,299,"DSM 20507",0,"Lacticaseibacillus sharpeae",anaerobe
,,,,,microaerophile
24140,7-19,"KCTC 21025, DSM 28401, CCUG 62990, LMG 27191, NCIMB 14832, JCM 30918",1,"Lacticaseibacillus songhuajiangensis","facultative anaerobe"
,,,,,microaerophile
6671,MCH5-2,"DSM 22698, BCC 21235, CIP 109884, JCM 13996, NRIC 0671, PCU 272",1,"Lacticaseibacillus thailandensis",microaerophile
6564,,"DSM 20178, ATCC 15820, RIA 482, CCUG 35515, KCTC 3804, JCM 11302, BCRC 17942, LMG 17315, NCIMB 9537",1,"Lacticaseibacillus zeae","facultative anaerobe"
2287,MIC1-18,"DSM 19658, NBRC 101988",1,"Lacticigenium naphthae",anaerobe
,,,,,"facultative anaerobe"
6626,,"DSM 16365, CIP 108320, CCUG 50787, DKO 22, JCM 16169, BCRC 17638, NBRC 106468, NRIC 0653",1,"Lactiplantibacillus argentoratensis",anaerobe
,,,,,microaerophile
6682,R-34115,"DSM 21115, LMG 24284",1,"Lactiplantibacillus fabifermentans","facultative anaerobe"
,,,,,microaerophile
131552,TCF032-E4,"DSM 100358, CCTCC AB 2015090",1,"Lactiplantibacillus herbarum",anaerobe
,,,,,microaerophile
24139,11050,"DSM 28402, CCUG 62991, LMG 27194, KCTC 21026",1,"Lactiplantibacillus mudanjiangensis","facultative anaerobe"
,,,,,microaerophile
6569,,"DSM 10667, CIP 104668, CNRZ 1885, CCUG 35983, CST 10961, JCM 12533, ATCC 700211, BCRC 17178, CCM 4613, LMG 16673, NBRC 107151, NCIMB 13579, NRRL B-23115, VTT E-093128",1,"Lactiplantibacillus paraplantarum",anaerobe
,,,,,microaerophile
6490,B96,"DSM 16366",0,"Lactiplantibacillus pentosus",microaerophile
6495,"20E1 (224 CECT), 20-E-1","DSM 6872",0,"Lactiplantibacillus plantarum subsp. plantarum",microaerophile
6496,"ITQB M 32 A","DSM 10492",0,"Lactiplantibacillus plantarum subsp. plantarum",microaerophile
6498,,"DSM 13273, ATCC BAA 171, NRRL B-14768, CCUG 45396, CIP 106786, JCM 11125, NCIMB 14068",0,"Lactiplantibacillus plantarum subsp. plantarum",anaerobe
6501,8,"DSM 24624, CIAT S 66.7",0,"Lactiplantibacillus plantarum subsp. plantarum",microaerophile
130964,"Enolab 4606, J16","DSM 100813",0,"Lactiplantibacillus plantarum subsp. plantarum",microaerophile
23073,3.1.1,"DSM 27103, LMG 26013, NCIMB 14687, JCM 30915, KCTC 21028, NBRC 108914",1,"Lactiplantibacillus xiangfangensis","facultative anaerobe"
,,,,,microaerophile
24795,7WAY-8-7,"DSM 24196, CGMCC 1.5159, JCM 17151",1,"Lactivibrio alcoholicus",anaerobe
148165,,"CCUG 34948",0,"Lactobacillus 'astramurium'",anaerobe
6402,,"DSM 20749, ATCC 43578, JCM 3825, CCUG 32229, LMG 10751, CIP 103180, NCIMB 12799, NBI 3014, CECT 4019, NCFB 2798",1,"Lactobacillus acetotolerans",anaerobe
6404,"L917, Scav","DSM 20079, ATCC 4356, NCDO 1748, NCIB 8690, WDCM 00098, CCUG 5917, IFO 13951, CCM 4833, JCM 1132, BCRC 10695, CECT 903, CGMCC 1.1878, CIP 76.13, HAMBI 84, KCTC 3111, KCTC 3164, LMG 13550, LMG 9433, NBRC 13951, NCCB 98067, NCFB 1748, NCIMB 8690, NCTC 12980, NRIC 1547, NRRL B-23431, NRRL B-4239, NRRL B-4495, VKM B-1660, VPI 6032, VTT E-96276",1,"Lactobacillus acidophilus",anaerobe
6405,,"DSM 20242, JCM 2124",0,"Lactobacillus acidophilus",anaerobe
,,,,,microaerophile
145405,,"CCUG 28373",0,"Lactobacillus acidophilus",anaerobe
146219,,"CCUG 30632",0,"Lactobacillus acidophilus",anaerobe
149472,,"CCUG 37804",0,"Lactobacillus acidophilus",anaerobe
152351,,"CCUG 46512",0,"Ligilactobacillus agilis",anaerobe
,,,,,microaerophile
141151,"WiKim29, WiKim39","KCTC 21077, JCM 31938",1,"Companilactobacillus allii","facultative anaerobe"
6571,"LA 5","DSM 11664, CCUG 39901, CIP 107338, JCM 12529, LMG 18796",1,"Lactobacillus amylolyticus",anaerobe
155024,,"CCUG 56129",0,"Lactobacillus amylolyticus",anaerobe
6413,,"DSM 20531, ATCC 33620, NRRL B-4540, CCUG 27201, JCM 1126, BCRC 11648, CCM 4380, CECT 4132, CGMCC 1.3395, CIP 102989, KCTC 3597, LMG 17752, LMG 9496, NCAIM B.01458, NCFB 2657, NCIMB 13276, VTT E-95576",1,"Lactobacillus amylovorus",anaerobe
,,,,,microaerophile
6412,OTU-171-1,"DSM 16698, CIP 109151, NCCB 100067",0,"Lactobacillus amylovorus","facultative anaerobe"
,,,,,microaerophile
6414,,"CCUG 27202, DSM 20532, ATCC 33622, NRRL B-4542, JCM 1127, CCM 4381, CIP 104571",0,"Lactobacillus amylovorus",anaerobe
,,,,,microaerophile
6415,"H 27a","DSM 20552, CIP 104566, JCM 2125, KCTC 3170, LMG 18186",0,"Lactobacillus amylovorus",anaerobe
,,,,,microaerophile
138087,,"CIP 104619, ATCC 33621, CCUG 37501, NRRL B-4549, LMG 13135",0,"Lactobacillus amylovorus",anaerobe
,,,,,microaerophile
151533,,"CCUG 44237",0,"Lactobacillus amylovorus",anaerobe
,,,,,microaerophile
146445,,"CCUG 31155",0,"Ligilactobacillus animalis",microaerophile
149977,,"CCUG 38785",0,"Ligilactobacillus animalis",anaerobe
156995,,"CCUG 68343",0,"Ligilactobacillus animalis",microaerophile
134046,R4B,"CCM 8403, LMG 26964",1,"Lactobacillus apis",anaerobe
130366,"Hma 11 N, Hma11N","DSM 26264",0,"Lactobacillus apis",anaerobe
130367,H1HS25N,"DSM 26311",0,"Lactobacillus apis",microaerophile
159711,BS-W1,"BCRC 80970, NBRC 112377",1,"Levilactobacillus bambusae",aerobe
,,,,,anaerobe
,,,,,"facultative anaerobe"
166164,47-3,"NCIMB 15165, CCM 8903, LMG 31064",1,"Lacticaseibacillus baoqingensis","facultative anaerobe"
166234,54-5,"NCIMB 15151, CCM 8894",1,"Lapidilactobacillus bayanensis","facultative anaerobe"
150969,,"CCUG 42896, LMG 11432",0,"Loigolactobacillus bifermentans",anaerobe
131378,H70-3,"DSM 28793, LMG 28288",1,"Lactobacillus bombicola",anaerobe
,,,,,microaerophile
137682,,"CIP 105137, ATCC 367, CCRC 12310, JCM 1170, LMG 11437, NCDO 477, NCFB 477, NCIMB 947, NCIMB 8169, NCTC 947, CCUG 36840, BCRC 12310",0,"Levilactobacillus brevis",aerobe
138176,,"CIP 105138, ATCC 27306, CCRC 14045, CCUG 21960, JCM 1183, LMG 7935, BCRC 14045",0,"Levilactobacillus brevis",anaerobe
150456,,"CCUG 39980",0,"Levilactobacillus brevis",anaerobe
151559,,"CCUG 44317",0,"Levilactobacillus brevis",anaerobe
,,,,,microaerophile
153166,,"CCUG 48612",0,"Levilactobacillus brevis",anaerobe
155513,,"CCUG 57950",0,"Levilactobacillus brevis",microaerophile
148209,,"CCUG 35040",0,"Lactobacillus casei-complex",anaerobe
146302,,"CCUG 30840",0,"Limosilactobacillus coleohominis",anaerobe
151443,,"CCUG 44087",0,"Limosilactobacillus coleohominis",anaerobe
151511,,"CCUG 44174",0,"Limosilactobacillus coleohominis",anaerobe
,,,,,microaerophile
155859,,"CCUG 59480",0,"Limosilactobacillus coleohominis",anaerobe
133069,"L1, 111144-L1, L1(historical number)","DSM 101872, KCTC 21086",1,"Lactobacillus colini","facultative anaerobe"
,,,,,microaerophile
6442,,"DSM 20584, ATCC 33820, CCUG 30722, JCM 1185, LMG 9479, CIP 102990, VPI 3199, BCRC 14618, CECT 4840, NCFB 2752, NRIC 1717",1,"Lactobacillus crispatus",anaerobe
,,,,,microaerophile
6441,"A 12","DSM 20356, JCM 2123, CIP 105000, LMG 18185",0,"Lactobacillus crispatus",anaerobe
135309,,"CIP 103603, NCTC 4505, NCIMB 4505, CCUG 42897, LMG 11440",0,"Lactobacillus crispatus",anaerobe
,,,,,microaerophile
149929,,"CCUG 38700",0,"Lactobacillus crispatus",anaerobe
150970,,"CCUG 42898, NCIMB 4504, NCTC 4504, LMG 12005",0,"Lactobacillus crispatus",anaerobe
151380,,"CCUG 44015",0,"Lactobacillus crispatus",anaerobe
151479,,"CCUG 44128",0,"Lactobacillus crispatus",microaerophile
152257,,"CCUG 46228",0,"Lactobacillus crispatus",anaerobe
,,,,,microaerophile
152773,,"CCUG 47593",0,"Lactobacillus crispatus",microaerophile
155480,,"CCUG 57836",0,"Lactobacillus crispatus",microaerophile
134233,,"CCUG 53174, CIP 109613, LMG 23699, JCM 15951, NBRC 107159",1,"Companilactobacillus crustorum",aerobe
,,,,,anaerobe
,,,,,"facultative aerobe"
133853,S1L19,"JCM 18524, CCTCC M 2011381",1,"Lentilactobacillus curieae","facultative anaerobe"
140766,,"JCM 31185, VTT E-94560",1,"Furfurilactobacillus curtus","facultative anaerobe"
148560,,"CCUG 35636",0,"Latilactobacillus curvatus",anaerobe
,,,,,microaerophile
149347,,"CCUG 37552",0,"Latilactobacillus curvatus",microaerophile
152877,,"CCUG 47846",0,"Lactobacillus delbrueckii",anaerobe
152950,,"CCUG 48108",0,"Lactobacillus delbrueckii",microaerophile
154888,,"CCUG 55545",0,"Lactobacillus delbrueckii",microaerophile
155067,,"CCUG 56365",0,"Lactobacillus delbrueckii",microaerophile
155512,,"CCUG 57926",0,"Lactobacillus delbrueckii",anaerobe
6449,"14, Lb.14","DSM 20081, ATCC 11842, NCDO 1489, WDCM 00102, CCUG 41390, CIP 101027, LMG 6901, IMET 10708, JCM 1002, BCRC 10696, CCM 7190, CCUG 21450, CECT 4005, IAM 12472, IFO 13953, KCTC 3635, LMG 13551, NBRC 13953, NCFB 1489, NCIMB 11778, NCTC 12712, NRIC 1688, VKM B-1923, VTT E-96662",1,"Lactobacillus delbrueckii subsp. bulgaricus",anaerobe
,,,,,microaerophile
6448,D,"DSM 20080",0,"Lactobacillus delbrueckii subsp. bulgaricus",anaerobe
,,,,,microaerophile
146198,,"CCUG 30576, LMG 22209",0,"Lactobacillus delbrueckii subsp. bulgaricus",anaerobe
151049,,"CCUG 43157, LMG 22210",0,"Lactobacillus delbrueckii subsp. bulgaricus",anaerobe
152291,,"CCUG 46347, LMG 22211",0,"Lactobacillus delbrueckii subsp. bulgaricus",anaerobe
155858,,"CCUG 59479",0,"Lactobacillus delbrueckii subsp. bulgaricus",anaerobe
6450,"730, Calvert","CCUG 34222, CCM 7191, DSM 20074, ATCC 9649, NCDO 213, NCIB 8130, JCM 1012, BCRC 12195, CECT 286, CGMCC 1.2624, CIP 57.8, IAM 12474, IFO 3202, KCTC 1047, LMG 6412, NBRC 3202, NCIMB 8130, NRIC 1053, NRRL B-763, VKM B-1596, VTT E-98097",1,"Lactobacillus delbrueckii subsp. delbrueckii",anaerobe
,,,,,microaerophile
6610,,"DSM 15996, LMG 22083, CCUG 51390, CIP 108704, JCM 15610, NCC 725",1,"Lactobacillus delbrueckii subsp. indicus",microaerophile
24135,"CHCC13979, ZN7a-9","DSM 26046, LMG 27067, JCM 30917, KCTC 21031",1,"Lactobacillus delbrueckii subsp. jakobsenii",anaerobe
,,,,,microaerophile
6451,"L 110","DSM 20072, ATCC 12315, NCDO 1438, CCUG 31454, IAM 12476, JCM 1248, BCRC 12256, CGMCC 1.2132, CGMCC 1.2625, CIP 101028, KACC 12417, KCTC 3636, LMG 7942, NBIMCC 1012, NBRC 102622, NCFB 1438, NRIC 1683, NRRL B-4525, VTT E-93488",1,"Lactobacillus delbrueckii subsp. lactis",anaerobe
,,,,,microaerophile
6452,"14-1, L 889","DSM 20073, ATCC 14933",0,"Lactobacillus delbrueckii subsp. lactis",anaerobe
,,,,,microaerophile
6453,"326, F 59","DSM 20076, ATCC 4797, CCM 2344, NCDO 299, NCIB 7854, CCUG 21454, ATCC 7831, JCM 1148, BCRC 10699, CECT 287, CIP 54.3, IAM 1196, IFO 3073, LMG 13136, LMG 6891, NBRC 3073, NCCB 49006, NCFB 299, NCFB 301, NCIMB 7854, NCIMB 8117, NCIMB 8183, NRRL B-1924, NRRL B-735",0,"Lactobacillus delbrueckii subsp. lactis",anaerobe
,,,,,microaerophile
6454,"313, Ld 5","DSM 20355, ATCC 7830, NCDO 8118, NCIB 302, JCM 1557, BCRC 11051, BCRC 80015, CCUG 19776, CECT 282, CIP 53.61, IAM 12066, IFO 3376, KCTC 1058, KCTC 3035, LMG 6401, NBRC 3376, NCDO 302, NCIMB 8118, PCM 2583",0,"Lactobacillus delbrueckii subsp. lactis",anaerobe
,,,,,microaerophile
155777,,"CCUG 59286",0,"Lactobacillus delbrueckii subsp. lactis",microaerophile
24129,,"DSM 24966, JCM 17838, KCTC 15515, YIT 11221",1,"Lactobacillus delbrueckii subsp. sunkii",microaerophile
6693,DI70,"DSM 19284, CIP 110162, JCM 14600, LMG 30910",1,"Lactobacillus equicursoris",anaerobe
,,,,,microaerophile
143667,,"CCUG 20884",0,"Limosilactobacillus fermentum",microaerophile
149731,,"CCUG 38292 A",0,"Limosilactobacillus fermentum",microaerophile
152789,,"CCUG 47616 A",0,"Limosilactobacillus fermentum",microaerophile
152947,,"CCUG 48099",0,"Limosilactobacillus fermentum",microaerophile
153512,,"CCUG 49999",0,"Limosilactobacillus fermentum",anaerobe
,,,,,microaerophile
154126,,"CCUG 52483",0,"Limosilactobacillus fermentum",anaerobe
154865,,"CCUG 55467",0,"Limosilactobacillus fermentum",microaerophile
155138,,"CCUG 56563",0,"Limosilactobacillus fermentum",microaerophile
156183,,"CCUG 60642",0,"Limosilactobacillus fermentum",microaerophile
156402,,"CCUG 61585",0,"Limosilactobacillus fermentum",microaerophile
156807,,"CCUG 65498 Q",0,"Limosilactobacillus fermentum",anaerobe
156996,,"CCUG 68380",0,"Limosilactobacillus fermentum",anaerobe
166156,218-6,"NCIMB 15171, CCM 8908, KCTC 21134, LMG 31067",1,"Levilactobacillus fujinensis","facultative anaerobe"
133700,,"JCM 17355, BCRC 80278, YM 0097",1,"Companilactobacillus futsaii","facultative anaerobe"
166158,244-4,"NCIMB 15168, CCM 8906, KCTC 21137, LMG 31052",1,"Levilactobacillus fuyuanensis","facultative anaerobe"
6565,,"CCUG 30724, JCM 2011, CCM 4383, CIP 103611, DSM 10532, ATCC 33199, NCFB 2235, VPI 1294, BCRC 17266, KCTC 5048, LMG 9435, NCIMB 13223",1,"Lactobacillus gallinarum",anaerobe
6466,"AM 63","CCUG 31451, DSM 20243, ATCC 33323, NCDO 2233, NCIB 11718, JCM 1131, BCC 49728, BCRC 14619, CCM 7009, CECT 4479, CGMCC 1.3396, CIP 102991, KCTC 3163, LMG 9203, NCFB 2233, NCIMB 11718, NCTC 13722, NRIC 1546, NRRL B-14168, NRRL B-4240, VTT E-991245",1,"Lactobacillus gasseri",anaerobe
,,,,,microaerophile
6467,"V 4020/4079","DSM 20604",0,"Lactobacillus gasseri",anaerobe
,,,,,microaerophile
144383,,"CCUG 24836",0,"Lactobacillus gasseri",anaerobe
,,,,,microaerophile
145302,,"CCUG 28121",0,"Lactobacillus gasseri",microaerophile
151391,,"CCUG 44033",0,"Lactobacillus gasseri",anaerobe
,,,,,microaerophile
151392,,"CCUG 44034",0,"Lactobacillus gasseri",anaerobe
,,,,,microaerophile
151397,,"CCUG 44040",0,"Lactobacillus gasseri",anaerobe
,,,,,microaerophile
151403,,"CCUG 44046",0,"Lactobacillus gasseri",microaerophile
151412,,"CCUG 44056",0,"Lactobacillus gasseri",microaerophile
151415,,"CCUG 44059",0,"Lactobacillus gasseri",microaerophile
151421,,"CCUG 44063",0,"Lactobacillus gasseri",microaerophile
151422,,"CCUG 44064",0,"Lactobacillus gasseri",microaerophile
151425,,"CCUG 44068",0,"Lactobacillus gasseri",microaerophile
151428,,"CCUG 44071",0,"Lactobacillus gasseri",microaerophile
151429,,"CCUG 44072",0,"Lactobacillus gasseri",microaerophile
151431,,"CCUG 44075",0,"Lactobacillus gasseri",microaerophile
151432,,"CCUG 44076",0,"Lactobacillus gasseri",microaerophile
151437,,"CCUG 44081",0,"Lactobacillus gasseri",microaerophile
151438,,"CCUG 44082",0,"Lactobacillus gasseri",microaerophile
151439,,"CCUG 44083",0,"Lactobacillus gasseri",anaerobe
151442,,"CCUG 44086",0,"Lactobacillus gasseri",anaerobe
151467,,"CCUG 44112",0,"Lactobacillus gasseri",microaerophile
151481,,"CCUG 44130",0,"Lactobacillus gasseri",anaerobe
151484,,"CCUG 44133",0,"Lactobacillus gasseri",microaerophile
151486,,"CCUG 44138",0,"Lactobacillus gasseri",microaerophile
151495,,"CCUG 44150",0,"Lactobacillus gasseri",anaerobe
,,,,,microaerophile
151517,,"CCUG 44188",0,"Lactobacillus gasseri",microaerophile
151542,,"CCUG 44261",0,"Lactobacillus gasseri",anaerobe
151543,,"CCUG 44262",0,"Lactobacillus gasseri",anaerobe
152202,,"CCUG 46054",0,"Lactobacillus gasseri",microaerophile
152371,,"CCUG 46549",0,"Lactobacillus gasseri",anaerobe
152674,,"CCUG 47327",0,"Lactobacillus gasseri",anaerobe
153149,,"CCUG 48585",0,"Lactobacillus gasseri",anaerobe
154159,,"CCUG 52606",0,"Lactobacillus gasseri",microaerophile
154737,,"CCUG 55036",0,"Lactobacillus gasseri",anaerobe
154789,,"CCUG 55191",0,"Lactobacillus gasseri",microaerophile
155327,,"CCUG 57346 A",0,"Lactobacillus gasseri",microaerophile
155420,,"CCUG 57687",0,"Lactobacillus gasseri",microaerophile
155434,,"CCUG 57751",0,"Lactobacillus gasseri",microaerophile
155698,,"CCUG 59028",0,"Lactobacillus gasseri",anaerobe
6700,202,"DSM 23908, CRBIP 24.85, KCTC 21043",1,"Lactobacillus gigeriorum","facultative anaerobe"
,,,,,microaerophile
6536,Ha5F1,"DSM 5661, ATCC 43851, JCM 6256, CCUG 30726, LMG 10754, BCRC 14740, CIP 103365, KCTC 5066, NCFB 2795, NCIMB 702795",1,"Lactobacillus hamsteri",anaerobe
130378,Bma5N,"DSM 26265, CCUG 63301, JCM 30766",1,"Lactobacillus helsingborgensis",anaerobe
130379,H4bb18N,"DSM 26317, CCUG 63635",0,"Lactobacillus helsingborgensis",anaerobe
6471,"12, Lh12","DSM 20075, ATCC 15009, CCUG 30139, IMET 10709, LMG 6413, CCTM 3036, JCM 1120, BCRC 12936, CCM 7193, CECT 4305, CIP 103146, IFO 15019, KCTC 3545, LMG 13555, NBRC 15019, NCFB 2712, NCIMB 11971, NRIC 1545, NRRL B-4526",1,"Lactobacillus helveticus",anaerobe
,,,,,microaerophile
6525,CBP1,"DSM 3748",0,"Lactobacillus helveticus",anaerobe
153568,,"CCUG 50205, NCIMB 14005, JCM 30912, BCRC 17499, LMG 22464",0,"Lactobacillus helveticus",anaerobe
154986,,"CCUG 55959",0,"Lactobacillus helveticus",anaerobe
150774,,"CCUG 42282, NRRL B-1139, ATCC 13133, LMG 11450",0,"Lentilactobacillus hilgardii",aerobe
,,,,,anaerobe
6705,61D,"DSM 23910, CRBIP 24.179, KCTC 21045, JCM 18988",1,"Lactobacillus hominis","facultative anaerobe"
,,,,,microaerophile
166202,395-6.2,"CCM 8927, NCIMB 15188, LMG 31179",1,"Companilactobacillus huachuanensis","facultative anaerobe"
166160,151-2B,"NCIMB 15164, CCM 8913, KCTC 21129, LMG 31063",1,"Levilactobacillus huananensis","facultative anaerobe"
166523,ZW163,"NCIMB 15193, CCM 8926, CCTCC AB 2019015",1,"Lacticaseibacillus hulanensis","facultative aerobe"
6580,,"DSM 13335, CCUG 28746, CIP 105923, LMG 18914, NCIMB 13718, CCM 4943, JCM 12513",1,"Lactobacillus iners",anaerobe
,,,,,microaerophile
6581,,"DSM 13336, CCUG 35443B",0,"Lactobacillus iners",anaerobe
144336,,"CCUG 24626, LMG 18913",0,"Lactobacillus iners",anaerobe
,,,,,microaerophile
148435,,"CCUG 35443 B",0,"Lactobacillus iners",anaerobe
148959,,"CCUG 36644",0,"Lactobacillus iners","facultative anaerobe"
149216,,"CCUG 37287, LMG 18915",0,"Lactobacillus iners",anaerobe
,,,,,microaerophile
149218,,"CCUG 37289",0,"Lactobacillus iners",anaerobe
,,,,,microaerophile
151389,,"CCUG 44028",0,"Lactobacillus iners",anaerobe
151411,,"CCUG 44055",0,"Lactobacillus iners",anaerobe
151424,,"CCUG 44067",0,"Lactobacillus iners",anaerobe
,,,,,microaerophile
151434,,"CCUG 44078",0,"Lactobacillus iners",microaerophile
