"guideline"	"method"	"site"	"mo"	"mo_name"	"rank_index"	"ab"	"ab_name"	"ref_tbl"	"disk_dose"	"breakpoint_S"	"breakpoint_R"	"uti"
"CLSI 2022"	"MIC"		"B_KGLLA"	"Kingella"	3	"IPM"	"Imipenem"	"M45 Table 9"		0.5	2	FALSE
"CLSI 2022"	"MIC"		"B_LCTBC"	"Lactobacillus"	3	"IPM"	"Imipenem"	"M45 Table 11"		0.5	2	FALSE
"CLSI 2022"	"MIC"		"B_PDCCC"	"Pediococcus"	3	"IPM"	"Imipenem"	"M45 Table 18"		0.5	2048	FALSE
"CLSI 2022"	"DISK"		"B_PSDMN_AERG"	"Pseudomonas aeruginosa"	2	"IPM"	"Imipenem"	"Table 2B-1"	"10ug"	19	15	FALSE
"CLSI 2022"	"MIC"		"B_PSDMN_AERG"	"Pseudomonas aeruginosa"	2	"IPM"	"Imipenem"	"Table 2B-1"		2	8	FALSE
"CLSI 2022"	"MIC"		"B_STRPT_PNMN"	"Streptococcus pneumoniae"	2	"IPM"	"Imipenem"	"Table 2G"		0.125	1	FALSE
"CLSI 2022"	"DISK"		"B_VIBRI"	"Vibrio"	3	"IPM"	"Imipenem"	"M45 Table 20"	"10ug"	23	19	FALSE
"CLSI 2022"	"MIC"		"B_VIBRI"	"Vibrio"	3	"IPM"	"Imipenem"	"M45 Table 20"		1	4	FALSE
"CLSI 2022"	"MIC"		"UNKNOWN"	"(unknown name)"	6	"IPM"	"Imipenem"	"M45 Table 1"		0.5	2	FALSE
"CLSI 2022"	"DISK"		"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"KAN"	"Kanamycin"	"Table 2A"	"30ug"	18	13	FALSE
"CLSI 2022"	"MIC"		"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"KAN"	"Kanamycin"	"Table 2A"		16	64	FALSE
"CLSI 2022"	"DISK"		"B_HMPHL_INFL"	"Haemophilus influenzae"	2	"LMU"	"Lefamulin"	"Table 2E"	"20ug"	18	6	FALSE
"CLSI 2022"	"MIC"		"B_HMPHL_INFL"	"Haemophilus influenzae"	2	"LMU"	"Lefamulin"	"Table 2E"		2	2048	FALSE
"CLSI 2022"	"DISK"		"B_HMPHL_PRNF"	"Haemophilus parainfluenzae"	2	"LMU"	"Lefamulin"	"Table 2E"	"20ug"	18	6	FALSE
"CLSI 2022"	"MIC"		"B_HMPHL_PRNF"	"Haemophilus parainfluenzae"	2	"LMU"	"Lefamulin"	"Table 2E"		2	2048	FALSE
"CLSI 2022"	"DISK"		"B_STPHY_AURS"	"Staphylococcus aureus"	2	"LMU"	"Lefamulin"	"Table 2C"	"20ug"	23	6	FALSE
"CLSI 2022"	"MIC"		"B_STPHY_AURS"	"Staphylococcus aureus"	2	"LMU"	"Lefamulin"	"Table 2C"		0.25	2048	FALSE
"CLSI 2022"	"DISK"		"B_STPHY_COPS"	"Coagulase-positive Staphylococcus (CoPS)"	2	"LMU"	"Lefamulin"	"Table 2C"	"20ug"	23	6	FALSE
"CLSI 2022"	"MIC"		"B_STPHY_COPS"	"Coagulase-positive Staphylococcus (CoPS)"	2	"LMU"	"Lefamulin"	"Table 2C"		0.25	2048	FALSE
"CLSI 2022"	"DISK"		"B_STRPT_PNMN"	"Streptococcus pneumoniae"	2	"LMU"	"Lefamulin"	"Table 2G"	"20ug"	19	6	FALSE
"CLSI 2022"	"MIC"		"B_STRPT_PNMN"	"Streptococcus pneumoniae"	2	"LMU"	"Lefamulin"	"Table 2G"		0.5	2048	FALSE
"CLSI 2022"	"MIC"		"B_AERCC"	"Aerococcus"	3	"LNZ"	"Linezolid"	"M45 Table 2"		2	2048	FALSE
"CLSI 2022"	"DISK"		"B_ENTRC"	"Enterococcus"	3	"LNZ"	"Linezolid"	"Table 2D"	"30ug"	23	20	FALSE
"CLSI 2022"	"MIC"		"B_ENTRC"	"Enterococcus"	3	"LNZ"	"Linezolid"	"Table 2D"		2	8	FALSE
"CLSI 2022"	"MIC"		"B_LCTBC"	"Lactobacillus"	3	"LNZ"	"Linezolid"	"M45 Table 11"		4	2048	FALSE
"CLSI 2022"	"DISK"		"B_STPHY"	"Staphylococcus"	3	"LNZ"	"Linezolid"	"Table 2C"	"30ug"	21	20	FALSE
"CLSI 2022"	"MIC"		"B_STPHY"	"Staphylococcus"	3	"LNZ"	"Linezolid"	"Table 2C"		4	8	FALSE
"CLSI 2022"	"DISK"		"B_STRPT"	"Streptococcus"	3	"LNZ"	"Linezolid"	"Table 2H-1"	"30ug"	21	6	FALSE
"CLSI 2022"	"MIC"		"B_STRPT"	"Streptococcus"	3	"LNZ"	"Linezolid"	"Table 2H-1"		2	2048	FALSE
"CLSI 2022"	"DISK"		"B_STRPT_PNMN"	"Streptococcus pneumoniae"	2	"LNZ"	"Linezolid"	"Table 2G"	"30ug"	21	6	FALSE
"CLSI 2022"	"MIC"		"B_STRPT_PNMN"	"Streptococcus pneumoniae"	2	"LNZ"	"Linezolid"	"Table 2G"		2	2048	FALSE
"CLSI 2022"	"DISK"		"B_STRPT_VIRI"	"Viridans Group Streptococcus (VGS)"	2	"LNZ"	"Linezolid"	"Table 2H-2"	"30ug"	21	6	FALSE
"CLSI 2022"	"MIC"		"B_STRPT_VIRI"	"Viridans Group Streptococcus (VGS)"	2	"LNZ"	"Linezolid"	"Table 2H-2"		2	2048	FALSE
"CLSI 2022"	"DISK"		"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"LOM"	"Lomefloxacin"	"Table 2A"	"10ug"	22	18	FALSE
"CLSI 2022"	"MIC"		"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"LOM"	"Lomefloxacin"	"Table 2A"		2	8	FALSE
"CLSI 2022"	"MIC"		"B_GRAMN"	"(unknown Gram-negatives)"	2	"LOM"	"Lomefloxacin"	"Table 2B-5"		2	8	FALSE
"CLSI 2022"	"DISK"		"B_HMPHL_INFL"	"Haemophilus influenzae"	2	"LOM"	"Lomefloxacin"	"Table 2E"	"10ug"	22	6	FALSE
"CLSI 2022"	"MIC"		"B_HMPHL_INFL"	"Haemophilus influenzae"	2	"LOM"	"Lomefloxacin"	"Table 2E"		2	2048	FALSE
"CLSI 2022"	"DISK"		"B_HMPHL_PRNF"	"Haemophilus parainfluenzae"	2	"LOM"	"Lomefloxacin"	"Table 2E"	"10ug"	22	6	FALSE
"CLSI 2022"	"MIC"		"B_HMPHL_PRNF"	"Haemophilus parainfluenzae"	2	"LOM"	"Lomefloxacin"	"Table 2E"		2	2048	FALSE
"CLSI 2022"	"DISK"	"Urine"	"B_PSDMN_AERG"	"Pseudomonas aeruginosa"	2	"LOM"	"Lomefloxacin"	"Table 2B-1"	"10ug"	22	18	TRUE
"CLSI 2022"	"MIC"	"Urine"	"B_PSDMN_AERG"	"Pseudomonas aeruginosa"	2	"LOM"	"Lomefloxacin"	"Table 2B-1"		2	8	TRUE
"CLSI 2022"	"DISK"		"B_STPHY"	"Staphylococcus"	3	"LOM"	"Lomefloxacin"	"Table 2C"	"10ug"	22	18	FALSE
"CLSI 2022"	"MIC"		"B_STPHY"	"Staphylococcus"	3	"LOM"	"Lomefloxacin"	"Table 2C"		2	8	FALSE
"CLSI 2022"	"DISK"		"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"LOR"	"Loracarbef"	"Table 2A"	"30ug"	18	14	FALSE
"CLSI 2022"	"MIC"		"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"LOR"	"Loracarbef"	"Table 2A"		8	32	FALSE
"CLSI 2022"	"DISK"		"B_HMPHL_INFL"	"Haemophilus influenzae"	2	"LOR"	"Loracarbef"	"Table 2E"	"30ug"	19	15	FALSE
"CLSI 2022"	"MIC"		"B_HMPHL_INFL"	"Haemophilus influenzae"	2	"LOR"	"Loracarbef"	"Table 2E"		8	32	FALSE
"CLSI 2022"	"DISK"		"B_HMPHL_PRNF"	"Haemophilus parainfluenzae"	2	"LOR"	"Loracarbef"	"Table 2E"	"30ug"	19	15	FALSE
"CLSI 2022"	"MIC"		"B_HMPHL_PRNF"	"Haemophilus parainfluenzae"	2	"LOR"	"Loracarbef"	"Table 2E"		8	32	FALSE
"CLSI 2022"	"MIC"		"B_STRPT_PNMN"	"Streptococcus pneumoniae"	2	"LOR"	"Loracarbef"	"Table 2G"		2	8	FALSE
"CLSI 2022"	"DISK"		"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"LTM"	"Latamoxef"	"Table 2A"	"30ug"	23	14	FALSE
"CLSI 2022"	"MIC"		"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"LTM"	"Latamoxef"	"Table 2A"		8	64	FALSE
"CLSI 2022"	"MIC"	"Parenteral"	"B_GRAMN"	"(unknown Gram-negatives)"	2	"LTM"	"Latamoxef"	"Table 2B-5"		8	64	FALSE
"CLSI 2022"	"DISK"		"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"LVX"	"Levofloxacin"	"Table 2A"	"5ug"	21	16	FALSE
"CLSI 2022"	"MIC"		"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"LVX"	"Levofloxacin"	"Table 2A"		0.5	2	FALSE
"CLSI 2022"	"MIC"		"B_ABTRP"	"Abiotrophia"	3	"LVX"	"Levofloxacin"	"M45 Table 1"		2	8	FALSE
"CLSI 2022"	"DISK"		"B_ACNTB"	"Acinetobacter"	3	"LVX"	"Levofloxacin"	"Table 2B-2"	"5ug"	17	13	FALSE
"CLSI 2022"	"MIC"		"B_ACNTB"	"Acinetobacter"	3	"LVX"	"Levofloxacin"	"Table 2B-2"		2	8	FALSE
"CLSI 2022"	"MIC"		"B_AERCC"	"Aerococcus"	3	"LVX"	"Levofloxacin"	"M45 Table 2"		2	8	FALSE
"CLSI 2022"	"DISK"		"B_AERMN"	"Aeromonas"	3	"LVX"	"Levofloxacin"	"M45 Table 2"	"5ug"	17	13	FALSE
"CLSI 2022"	"MIC"		"B_AERMN"	"Aeromonas"	3	"LVX"	"Levofloxacin"	"M45 Table 3"		2	4	FALSE
"CLSI 2022"	"MIC"		"B_AGGRG"	"Aggregatibacter"	3	"LVX"	"Levofloxacin"	"M45 Table 9"		2	8	FALSE
"CLSI 2022"	"MIC"		"B_BCLLS"	"Bacillus"	3	"LVX"	"Levofloxacin"	"M45 Table 4"		2	8	FALSE
"CLSI 2022"	"MIC"		"B_BCLLS_ANTH"	"Bacillus anthracis"	2	"LVX"	"Levofloxacin"	"M45 Table 21"		0.25	2048	FALSE
"CLSI 2022"	"MIC"		"B_BRKHL_CEPC"	"Burkholderia cepacia"	2	"LVX"	"Levofloxacin"	"Table 2B-3"		2	8	FALSE
"CLSI 2022"	"MIC"		"B_CRDBC"	"Cardiobacterium"	3	"LVX"	"Levofloxacin"	"M45 Table 9"		2	8	FALSE
"CLSI 2022"	"MIC"		"B_EKNLL_CRRD"	"Eikenella corrodens"	2	"LVX"	"Levofloxacin"	"M45 Table 9"		2	8	FALSE
"CLSI 2022"	"DISK"		"B_ENTRC"	"Enterococcus"	3	"LVX"	"Levofloxacin"	"Table 2D"	"5ug"	17	13	FALSE
"CLSI 2022"	"MIC"		"B_ENTRC"	"Enterococcus"	3	"LVX"	"Levofloxacin"	"Table 2D"		2	8	FALSE
"CLSI 2022"	"MIC"		"B_FRNCS_TLRN"	"Francisella tularensis"	2	"LVX"	"Levofloxacin"	"M45 Table 21"		0.5	2048	FALSE
"CLSI 2022"	"MIC"		"B_GEMLL"	"Gemella"	3	"LVX"	"Levofloxacin"	"M45 Table 8"		2	8	FALSE
"CLSI 2022"	"MIC"		"B_GRAMN"	"(unknown Gram-negatives)"	2	"LVX"	"Levofloxacin"	"Table 2B-5"		2	8	FALSE
"CLSI 2022"	"MIC"		"B_GRNLC"	"Granulicatella"	3	"LVX"	"Levofloxacin"	"M45 Table 1"		2	8	FALSE
"CLSI 2022"	"DISK"		"B_HMPHL_INFL"	"Haemophilus influenzae"	2	"LVX"	"Levofloxacin"	"Table 2E"	"5ug"	17	6	FALSE
"CLSI 2022"	"MIC"		"B_HMPHL_INFL"	"Haemophilus influenzae"	2	"LVX"	"Levofloxacin"	"Table 2E"		2	2048	FALSE
"CLSI 2022"	"DISK"		"B_HMPHL_PRNF"	"Haemophilus parainfluenzae"	2	"LVX"	"Levofloxacin"	"Table 2E"	"5ug"	17	6	FALSE
"CLSI 2022"	"MIC"		"B_HMPHL_PRNF"	"Haemophilus parainfluenzae"	2	"LVX"	"Levofloxacin"	"Table 2E"		2	2048	FALSE
"CLSI 2022"	"MIC"		"B_KGLLA"	"Kingella"	3	"LVX"	"Levofloxacin"	"M45 Table 9"		2	8	FALSE
"CLSI 2022"	"MIC"		"B_LCTCC"	"Lactococcus"	3	"LVX"	"Levofloxacin"	"M45 Table 12"		2	8	FALSE
"CLSI 2022"	"MIC"		"B_MRXLL_CTRR"	"Moraxella catarrhalis"	2	"LVX"	"Levofloxacin"	"M45 Table 16"		2	2048	FALSE
"CLSI 2022"	"MIC"		"B_NESSR_MNNG"	"Neisseria meningitidis"	2	"LVX"	"Levofloxacin"	"Table 2I"		0.032	0.12	FALSE
"CLSI 2022"	"MIC"		"B_PNBCL_MCLG"	"Paenibacillus mucilaginosus"	2	"LVX"	"Levofloxacin"	"M45 Table 19"		1	4	FALSE
"CLSI 2022"	"DISK"		"B_PSDMN_AERG"	"Pseudomonas aeruginosa"	2	"LVX"	"Levofloxacin"	"Table 2B-1"	"5ug"	22	14	FALSE
"CLSI 2022"	"MIC"		"B_PSDMN_AERG"	"Pseudomonas aeruginosa"	2	"LVX"	"Levofloxacin"	"Table 2B-1"		1	4	FALSE
"CLSI 2022"	"DISK"		"B_PSTRL"	"Pasteurella"	3	"LVX"	"Levofloxacin"	"M45 Table 17"	"5ug"	28	6	FALSE
"CLSI 2022"	"MIC"		"B_PSTRL"	"Pasteurella"	3	"LVX"	"Levofloxacin"	"M45 Table 17"		0.064	2048	FALSE
"CLSI 2022"	"MIC"		"B_ROTHI_MCLG"	"Rothia mucilaginosa"	2	"LVX"	"Levofloxacin"	"M45 Table 19"		1	4	FALSE
"CLSI 2022"	"MIC"	"Extraintestinal"	"B_SLMNL"	"Salmonella"	3	"LVX"	"Levofloxacin"	"Table 2A"		0.125	2	FALSE
"CLSI 2022"	"DISK"		"B_STNTR_MLTP"	"Stenotrophomonas maltophilia"	2	"LVX"	"Levofloxacin"	"Table 2B-4"	"75ug"	17	13	FALSE
"CLSI 2022"	"MIC"		"B_STNTR_MLTP"	"Stenotrophomonas maltophilia"	2	"LVX"	"Levofloxacin"	"Table 2B-4"		2	8	FALSE
"CLSI 2022"	"DISK"		"B_STPHY"	"Staphylococcus"	3	"LVX"	"Levofloxacin"	"Table 2C"	"10ug"	19	15	FALSE
"CLSI 2022"	"MIC"		"B_STPHY"	"Staphylococcus"	3	"LVX"	"Levofloxacin"	"Table 2C"		1	4	FALSE
"CLSI 2022"	"DISK"		"B_STRPT"	"Streptococcus"	3	"LVX"	"Levofloxacin"	"Table 2H-1"	"5ug"	17	13	FALSE
"CLSI 2022"	"MIC"		"B_STRPT"	"Streptococcus"	3	"LVX"	"Levofloxacin"	"Table 2H-1"		2	8	FALSE
"CLSI 2022"	"DISK"		"B_STRPT_PNMN"	"Streptococcus pneumoniae"	2	"LVX"	"Levofloxacin"	"Table 2G"	"5ug"	17	13	FALSE
"CLSI 2022"	"MIC"		"B_STRPT_PNMN"	"Streptococcus pneumoniae"	2	"LVX"	"Levofloxacin"	"Table 2G"		2	8	FALSE
"CLSI 2022"	"DISK"		"B_STRPT_VIRI"	"Viridans Group Streptococcus (VGS)"	2	"LVX"	"Levofloxacin"	"Table 2H-2"	"5ug"	17	13	FALSE
"CLSI 2022"	"MIC"		"B_STRPT_VIRI"	"Viridans Group Streptococcus (VGS)"	2	"LVX"	"Levofloxacin"	"Table 2H-2"		2	8	FALSE
"CLSI 2022"	"DISK"		"B_VIBRI"	"Vibrio"	3	"LVX"	"Levofloxacin"	"M45 Table 20"	"5ug"	17	13	FALSE
"CLSI 2022"	"MIC"		"B_VIBRI"	"Vibrio"	3	"LVX"	"Levofloxacin"	"M45 Table 20"		2	8	FALSE
"CLSI 2022"	"MIC"		"B_YERSN_PSTS"	"Yersinia pestis"	2	"LVX"	"Levofloxacin"	"M45 Table 21"		0.25	2048	FALSE
"CLSI 2022"	"MIC"		"UNKNOWN"	"(unknown name)"	6	"LVX"	"Levofloxacin"	"M45 Table 1"		2	8	FALSE
"CLSI 2022"	"DISK"		"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"MAN"	"Cefamandole"	"Table 2A"	"30ug"	18	14	FALSE
"CLSI 2022"	"MIC"		"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"MAN"	"Cefamandole"	"Table 2A"		8	32	FALSE
"CLSI 2022"	"MIC"		"B_HMPHL_INFL"	"Haemophilus influenzae"	2	"MAN"	"Cefamandole"	"Table 2E"		4	16	FALSE
"CLSI 2022"	"MIC"		"B_HMPHL_PRNF"	"Haemophilus parainfluenzae"	2	"MAN"	"Cefamandole"	"Table 2E"		4	16	FALSE
"CLSI 2022"	"DISK"	"Urine"	"B_ESCHR_COLI"	"Escherichia coli"	2	"MEC"	"Mecillinam"	"Table 2A"	"10ug"	15	11	TRUE
"CLSI 2022"	"MIC"	"Urine"	"B_ESCHR_COLI"	"Escherichia coli"	2	"MEC"	"Mecillinam"	"Table 2A"		8	32	TRUE
"CLSI 2022"	"DISK"		"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"MEM"	"Meropenem"	"Table 2A"	"10ug"	23	19	FALSE
"CLSI 2022"	"MIC"		"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"MEM"	"Meropenem"	"Table 2A"		1	4	FALSE
"CLSI 2022"	"MIC"		"B_ABTRP"	"Abiotrophia"	3	"MEM"	"Meropenem"	"M45 Table 1"		0.5	2	FALSE
"CLSI 2022"	"DISK"		"B_ACNTB"	"Acinetobacter"	3	"MEM"	"Meropenem"	"Table 2B-2"	"10ug"	18	14	FALSE
"CLSI 2022"	"MIC"		"B_ACNTB"	"Acinetobacter"	3	"MEM"	"Meropenem"	"Table 2B-2"		2	8	FALSE
"CLSI 2022"	"MIC"		"B_AERCC"	"Aerococcus"	3	"MEM"	"Meropenem"	"M45 Table 2"		0.5	2048	FALSE
"CLSI 2022"	"DISK"		"B_AERMN"	"Aeromonas"	3	"MEM"	"Meropenem"	"M45 Table 2"	"10ug"	16	13	FALSE
"CLSI 2022"	"MIC"		"B_AERMN"	"Aeromonas"	3	"MEM"	"Meropenem"	"M45 Table 3"		1	4	FALSE
"CLSI 2022"	"MIC"		"B_AGGRG"	"Aggregatibacter"	3	"MEM"	"Meropenem"	"M45 Table 9"		4	16	FALSE
"CLSI 2022"	"MIC"		"B_BCLLS"	"Bacillus"	3	"MEM"	"Meropenem"	"M45 Table 4"		4	16	FALSE
"CLSI 2022"	"DISK"		"B_BRKHL_CEPC"	"Burkholderia cepacia"	2	"MEM"	"Meropenem"	"Table 2B-3"	"10ug"	20	15	FALSE
"CLSI 2022"	"MIC"		"B_BRKHL_CEPC"	"Burkholderia cepacia"	2	"MEM"	"Meropenem"	"Table 2B-3"		4	16	FALSE
"CLSI 2022"	"MIC"		"B_CRDBC"	"Cardiobacterium"	3	"MEM"	"Meropenem"	"M45 Table 9"		0.5	2	FALSE
"CLSI 2022"	"MIC"		"B_EKNLL_CRRD"	"Eikenella corrodens"	2	"MEM"	"Meropenem"	"M45 Table 9"		0.5	2	FALSE
"CLSI 2022"	"MIC"		"B_GEMLL"	"Gemella"	3	"MEM"	"Meropenem"	"M45 Table 8"		0.5	2	FALSE
"CLSI 2022"	"MIC"		"B_GRAMN"	"(unknown Gram-negatives)"	2	"MEM"	"Meropenem"	"Table 2B-5"		4	16	FALSE
"CLSI 2022"	"MIC"		"B_GRNLC"	"Granulicatella"	3	"MEM"	"Meropenem"	"M45 Table 1"		0.5	2	FALSE
"CLSI 2022"	"DISK"		"B_HMPHL_INFL"	"Haemophilus influenzae"	2	"MEM"	"Meropenem"	"Table 2E"	"10ug"	20	6	FALSE
"CLSI 2022"	"MIC"		"B_HMPHL_INFL"	"Haemophilus influenzae"	2	"MEM"	"Meropenem"	"Table 2E"		0.5	2048	FALSE
"CLSI 2022"	"DISK"		"B_HMPHL_PRNF"	"Haemophilus parainfluenzae"	2	"MEM"	"Meropenem"	"Table 2E"	"10ug"	20	6	FALSE
"CLSI 2022"	"MIC"		"B_HMPHL_PRNF"	"Haemophilus parainfluenzae"	2	"MEM"	"Meropenem"	"Table 2E"		0.5	2048	FALSE
"CLSI 2022"	"MIC"		"B_KGLLA"	"Kingella"	3	"MEM"	"Meropenem"	"M45 Table 9"		0.5	2	FALSE
"CLSI 2022"	"MIC"		"B_LCTBC"	"Lactobacillus"	3	"MEM"	"Meropenem"	"M45 Table 11"		1	4	FALSE
"CLSI 2022"	"MIC"		"B_LCTCC"	"Lactococcus"	3	"MEM"	"Meropenem"	"M45 Table 12"		0.25	1	FALSE
"CLSI 2022"	"MIC"		"B_LISTR_MNCY"	"Listeria monocytogenes"	2	"MEM"	"Meropenem"	"M45 Table 14"		0.25	2048	FALSE
"CLSI 2022"	"DISK"		"B_NESSR_MNNG"	"Neisseria meningitidis"	2	"MEM"	"Meropenem"	"Table 2I"	"10ug"	30	6	FALSE
"CLSI 2022"	"MIC"		"B_NESSR_MNNG"	"Neisseria meningitidis"	2	"MEM"	"Meropenem"	"Table 2I"		0.25	2048	FALSE
"CLSI 2022"	"DISK"		"B_PSDMN_AERG"	"Pseudomonas aeruginosa"	2	"MEM"	"Meropenem"	"Table 2B-1"	"10ug"	19	15	FALSE
"CLSI 2022"	"MIC"		"B_PSDMN_AERG"	"Pseudomonas aeruginosa"	2	"MEM"	"Meropenem"	"Table 2B-1"		2	8	FALSE
"CLSI 2022"	"MIC"		"B_STRPT"	"Streptococcus"	3	"MEM"	"Meropenem"	"Table 2H-1"		0.5	2048	FALSE
"CLSI 2022"	"MIC"		"B_STRPT_PNMN"	"Streptococcus pneumoniae"	2	"MEM"	"Meropenem"	"Table 2G"		0.25	1	FALSE
"CLSI 2022"	"MIC"		"B_STRPT_VIRI"	"Viridans Group Streptococcus (VGS)"	2	"MEM"	"Meropenem"	"Table 2H-2"		0.5	2048	FALSE
"CLSI 2022"	"DISK"		"B_VIBRI"	"Vibrio"	3	"MEM"	"Meropenem"	"M45 Table 20"	"10ug"	23	19	FALSE
"CLSI 2022"	"MIC"		"B_VIBRI"	"Vibrio"	3	"MEM"	"Meropenem"	"M45 Table 20"		1	4	FALSE
"CLSI 2022"	"MIC"		"UNKNOWN"	"(unknown name)"	6	"MEM"	"Meropenem"	"M45 Table 1"		0.5	2	FALSE
"CLSI 2022"	"DISK"		"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"MEV"	"Meropenem/vaborbactam"	"Table 2A"	"20ug/10ug"	18	14	FALSE
"CLSI 2022"	"MIC"		"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"MEV"	"Meropenem/vaborbactam"	"Table 2A"		4	16	FALSE
"CLSI 2022"	"DISK"		"B_HMPHL_INFL"	"Haemophilus influenzae"	2	"MFX"	"Moxifloxacin"	"Table 2E"	"5ug"	18	6	FALSE
"CLSI 2022"	"MIC"		"B_HMPHL_INFL"	"Haemophilus influenzae"	2	"MFX"	"Moxifloxacin"	"Table 2E"		1	2048	FALSE
"CLSI 2022"	"DISK"		"B_HMPHL_PRNF"	"Haemophilus parainfluenzae"	2	"MFX"	"Moxifloxacin"	"Table 2E"	"5ug"	18	6	FALSE
"CLSI 2022"	"MIC"		"B_HMPHL_PRNF"	"Haemophilus parainfluenzae"	2	"MFX"	"Moxifloxacin"	"Table 2E"		1	2048	FALSE
"CLSI 2022"	"DISK"		"B_PSTRL"	"Pasteurella"	3	"MFX"	"Moxifloxacin"	"M45 Table 17"	"5ug"	28	6	FALSE
"CLSI 2022"	"MIC"		"B_PSTRL"	"Pasteurella"	3	"MFX"	"Moxifloxacin"	"M45 Table 17"		0.064	2048	FALSE
"CLSI 2022"	"DISK"		"B_STPHY"	"Staphylococcus"	3	"MFX"	"Moxifloxacin"	"Table 2C"	"5ug"	24	20	FALSE
"CLSI 2022"	"MIC"		"B_STPHY"	"Staphylococcus"	3	"MFX"	"Moxifloxacin"	"Table 2C"		0.5	2	FALSE
"CLSI 2022"	"DISK"		"B_STRPT_PNMN"	"Streptococcus pneumoniae"	2	"MFX"	"Moxifloxacin"	"Table 2G"	"5ug"	18	14	FALSE
"CLSI 2022"	"MIC"		"B_STRPT_PNMN"	"Streptococcus pneumoniae"	2	"MFX"	"Moxifloxacin"	"Table 2G"		1	4	FALSE
"CLSI 2022"	"DISK"		"F_CANDD"	"Candida"	3	"MIF"	"Micafungin"	"Table 1"		30	27	FALSE
"CLSI 2022"	"MIC"		"F_CANDD"	"Candida"	3	"MIF"	"Micafungin"	"Table 1"		0.064	0.25	FALSE
"CLSI 2022"	"DISK"		"F_CANDD_ALBC"	"Candida albicans"	2	"MIF"	"Micafungin"	"Table 1"		22	19	FALSE
"CLSI 2022"	"MIC"		"F_CANDD_ALBC"	"Candida albicans"	2	"MIF"	"Micafungin"	"Table 1"		0.25	1	FALSE
"CLSI 2022"	"DISK"		"F_CANDD_KRUS"	"Candida krusei"	2	"MIF"	"Micafungin"	"Table 1"		22	19	FALSE
"CLSI 2022"	"MIC"		"F_CANDD_KRUS"	"Candida krusei"	2	"MIF"	"Micafungin"	"Table 1"		0.25	1	FALSE
"CLSI 2022"	"DISK"		"F_CANDD_PRPS"	"Candida parapsilosis"	2	"MIF"	"Micafungin"	"Table 1"		16	13	FALSE
"CLSI 2022"	"MIC"		"F_CANDD_PRPS"	"Candida parapsilosis"	2	"MIF"	"Micafungin"	"Table 1"		2	8	FALSE
"CLSI 2022"	"DISK"		"F_CANDD_TRPC"	"Candida tropicalis"	2	"MIF"	"Micafungin"	"Table 1"		22	19	FALSE
"CLSI 2022"	"MIC"		"F_CANDD_TRPC"	"Candida tropicalis"	2	"MIF"	"Micafungin"	"Table 1"		0.25	1	FALSE
"CLSI 2022"	"DISK"		"F_MYRZY_GLLR"		2	"MIF"	"Micafungin"	"Table 1"		16	13	FALSE
"CLSI 2022"	"MIC"		"F_MYRZY_GLLR"		2	"MIF"	"Micafungin"	"Table 1"		2	8	FALSE
"CLSI 2022"	"DISK"		"F_PICHI"	"Pithomyces djbhatii"	3	"MIF"	"Micafungin"	"Table 1"		22	19	FALSE
"CLSI 2022"	"MIC"		"F_PICHI"	"Pithomyces djbhatii"	3	"MIF"	"Micafungin"	"Table 1"		0.25	1	FALSE
"CLSI 2022"	"DISK"		"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"MNO"	"Minocycline"	"Table 2A"	"30ug"	16	12	FALSE
"CLSI 2022"	"MIC"		"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"MNO"	"Minocycline"	"Table 2A"		4	16	FALSE
"CLSI 2022"	"DISK"		"B_ACNTB"	"Acinetobacter"	3	"MNO"	"Minocycline"	"Table 2B-2"	"30ug"	16	12	FALSE
"CLSI 2022"	"MIC"		"B_ACNTB"	"Acinetobacter"	3	"MNO"	"Minocycline"	"Table 2B-2"		4	16	FALSE
"CLSI 2022"	"DISK"		"B_BRKHL_CEPC"	"Burkholderia cepacia"	2	"MNO"	"Minocycline"	"Table 2B-3"	"30ug"	19	14	FALSE
"CLSI 2022"	"MIC"		"B_BRKHL_CEPC"	"Burkholderia cepacia"	2	"MNO"	"Minocycline"	"Table 2B-3"		4	16	FALSE
"CLSI 2022"	"DISK"		"B_ENTRC"	"Enterococcus"	3	"MNO"	"Minocycline"	"Table 2D"	"30ug"	19	14	FALSE
